"area","source_id","name","set_name","item_type","original_level","coin_price","premium_price","discounted_premium_price","experience","valid_seconds","hidden","integration_policy"
"farm","417","雪原小屋","雪山飞狐","2","0","10099","40","32","200","2592000","true","excluded-hidden"
"farm","418","木质栅栏","雪山飞狐","3","0","5989","25","20","120","2592000","true","excluded-hidden"
"farm","419","别墅狗窝","雪山飞狐","4","0","5899","20","16","96","2592000","true","excluded-hidden"
"farm","501","春绿背景","春绿套装","1","0","25268","55","44","165","2592000","true","excluded-hidden"
"farm","502","春绿大屋","春绿套装","2","0","16299","38","30","114","2592000","true","excluded-hidden"
"farm","503","春绿围栏","春绿套装","3","0","9108","23","18","69","2592000","true","excluded-hidden"
"farm","504","春绿狗窝","春绿套装","4","0","7856","18","15","55","2592000","true","excluded-hidden"
"farm","505","绿油油背景","绿油油套装","1","0","25268","55","44","165","2592000","true","excluded-hidden"
"farm","506","绿油油大屋","绿油油套装","2","0","16299","38","30","114","2592000","true","excluded-hidden"
"farm","507","绿油油围栏","绿油油套装","3","0","9108","23","18","69","2592000","true","excluded-hidden"
"farm","508","绿油油狗窝","绿油油套装","4","0","7856","18","15","55","2592000","true","excluded-hidden"
"farm","509","海底世界背景","海底世界套装","1","0","25268","55","44","165","2592000","false","deferred-cosmetic"
"farm","510","海底世界大屋","海底世界套装","2","0","16299","38","30","114","2592000","false","deferred-cosmetic"
"farm","511","海底世界围栏","海底世界套装","3","0","9108","23","18","69","2592000","false","deferred-cosmetic"
"farm","512","海底世界狗窝","海底世界套装","4","0","7856","18","15","55","2592000","false","deferred-cosmetic"
"farm","513","丛林背景","丛林套装","1","0","25268","55","44","165","2592000","true","excluded-hidden"
"farm","514","丛林大屋","丛林套装","2","0","16299","38","30","114","2592000","true","excluded-hidden"
"farm","515","丛林围栏","丛林套装","3","0","9108","23","18","69","2592000","true","excluded-hidden"
"farm","516","丛林狗窝","丛林套装","4","0","7856","18","15","55","2592000","true","excluded-hidden"
"farm","517","欢乐游园背景","欢乐游园套装","1","0","25268","55","44","165","2592000","false","deferred-cosmetic"
"farm","518","欢乐城堡","欢乐游园套装","2","0","16299","38","30","114","2592000","false","deferred-cosmetic"
"farm","519","绿色草圃","欢乐游园套装","3","0","9108","23","18","69","2592000","false","deferred-cosmetic"
"farm","520","欢乐小窝","欢乐游园套装","4","0","7856","18","15","55","2592000","false","deferred-cosmetic"
"farm","521","六一节背景","六一节套装","1","0","25268","55","44","165","2592000","true","excluded-hidden"
"farm","522","六一节城堡","六一节套装","2","0","16299","38","30","114","2592000","true","excluded-hidden"
"farm","523","六一节围栏","六一节套装","3","0","9108","23","18","69","2592000","true","excluded-hidden"
"farm","524","六一节小窝","六一节套装","4","0","7856","18","15","55","2592000","true","excluded-hidden"
"farm","525","外星背景","外星套装","1","0","25268","55","44","165","2592000","true","excluded-hidden"
"farm","526","外星城堡","外星套装","2","0","16299","38","30","114","2592000","true","excluded-hidden"
"farm","527","外星围栏","外星套装","3","0","9108","23","18","69","2592000","true","excluded-hidden"
"farm","528","外星小窝","外星套装","4","0","7856","18","15","55","2592000","true","excluded-hidden"
"farm","529","世界杯背景","世界杯套装","1","0","30000","0","0","120","2678400","true","excluded-hidden"
"farm","530","世界杯凉亭","世界杯套装","2","0","18000","0","0","72","2678400","true","excluded-hidden"
"farm","531","世界杯栅栏","世界杯套装","3","0","9000","0","0","36","2678400","true","excluded-hidden"
"farm","532","世界杯小窝","世界杯套装","4","0","6000","0","0","24","2678400","true","excluded-hidden"
"farm","533","龙舟闹端午背景","龙舟闹端午套装","1","0","30000","0","0","120","2678400","false","deferred-cosmetic"
"farm","534","端午凉亭","龙舟闹端午套装","2","0","18000","0","0","72","2678400","false","deferred-cosmetic"
"farm","535","古木栅栏","龙舟闹端午套装","3","0","9000","0","0","36","2678400","false","deferred-cosmetic"
"farm","536","古木小窝","龙舟闹端午套装","4","0","6000","0","0","24","2678400","false","deferred-cosmetic"
"farm","537","青山背景","青山套装","1","0","30000","0","0","120","2678400","true","excluded-hidden"
"farm","538","青山凉亭","青山套装","2","0","18000","0","0","72","2678400","true","excluded-hidden"
"farm","539","青山栅栏","青山套装","3","0","9000","0","0","36","2678400","true","excluded-hidden"
"farm","540","青山小窝","青山套装","4","0","6000","0","0","24","2678400","true","excluded-hidden"
"farm","541","海边背景","海边套装","1","0","30000","0","0","120","2678400","true","excluded-hidden"
"farm","542","海边凉亭","海边套装","2","0","18000","0","0","72","2678400","true","excluded-hidden"
"farm","543","海边栅栏","海边套装","3","0","9000","0","0","36","2678400","true","excluded-hidden"
"farm","544","海边小窝","海边套装","4","0","6000","0","0","24","2678400","true","excluded-hidden"
"farm","545","童话背景","童话套装","1","0","30000","0","0","120","2678400","false","deferred-cosmetic"
"farm","546","童话凉亭","童话套装","2","0","18000","0","0","72","2678400","false","deferred-cosmetic"
"farm","547","童话栅栏","童话套装","3","0","9000","0","0","36","2678400","false","deferred-cosmetic"
"farm","548","童话小窝","童话套装","4","0","6000","0","0","24","2678400","false","deferred-cosmetic"
"farm","549","疯狂足球背景","疯狂足球套装","1","0","60000","0","0","120","2678400","false","deferred-cosmetic"
"farm","550","足球小屋","疯狂足球套装","2","0","46000","0","0","72","2678400","false","deferred-cosmetic"
"farm","551","足球围栏","疯狂足球套装","3","0","30000","0","0","36","2678400","false","deferred-cosmetic"
"farm","552","足球狗屋","疯狂足球套装","4","0","20000","0","0","24","2678400","false","deferred-cosmetic"
"farm","553","沙城风情背景","沙城风情背景套装","1","0","49999","60","48","300","2678400","false","deferred-cosmetic"
"farm","554","沙城小屋","沙城风情背景套装","2","0","35999","44","35","220","2678400","false","deferred-cosmetic"
"farm","555","沙城栅栏","沙城风情背景套装","3","0","19999","24","20","120","2678400","false","deferred-cosmetic"
"farm","556","沙城狗窝","沙城风情背景套装","4","0","15999","20","16","100","2678400","false","deferred-cosmetic"
"farm","557","莲花凉亭背景","莲花凉亭背景套装","1","0","49999","60","48","300","2678400","false","deferred-cosmetic"
"farm","558","凉亭小屋","莲花凉亭背景套装","2","0","35999","44","35","220","2678400","false","deferred-cosmetic"
"farm","559","凉亭栅栏","莲花凉亭背景套装","3","0","19999","24","20","120","2678400","false","deferred-cosmetic"
"farm","560","凉亭狗窝","莲花凉亭背景套装","4","0","15999","20","16","100","2678400","false","deferred-cosmetic"
"farm","561","傣族风情背景","傣族风情套装","1","0","99999","120","96","600","2678400","false","deferred-cosmetic"
"farm","562","傣族竹楼","傣族风情套装","2","0","71999","88","70","440","2678400","false","deferred-cosmetic"
"farm","563","傣族竹栏","傣族风情套装","3","0","39999","48","40","240","2678400","false","deferred-cosmetic"
"farm","564","傣族竹窝","傣族风情套装","4","0","31999","40","32","200","2678400","false","deferred-cosmetic"
"farm","565","剪纸背景","妙趣剪纸套装","1","0","99999","120","96","600","2678400","false","deferred-cosmetic"
"farm","566","剪纸大楼","妙趣剪纸套装","2","0","71999","88","70","440","2678400","false","deferred-cosmetic"
"farm","567","剪纸围栏","妙趣剪纸套装","3","0","39999","48","40","240","2678400","false","deferred-cosmetic"
"farm","568","剪纸狗屋","妙趣剪纸套装","4","0","31999","40","32","200","2678400","false","deferred-cosmetic"
"farm","569","巴黎风情背景","巴黎风情套装","1","0","99999","120","96","600","2678400","false","deferred-cosmetic"
"farm","570","巴黎大楼","巴黎风情套装","2","0","71999","88","70","440","2678400","false","deferred-cosmetic"
"farm","571","巴黎围栏","巴黎风情套装","3","0","39999","48","40","240","2678400","false","deferred-cosmetic"
"farm","572","巴黎狗屋","巴黎风情套装","4","0","31999","40","32","200","2678400","false","deferred-cosmetic"
"farm","573","神秘星球背景","神秘星球套装","1","0","59999","72","58","360","2678400","false","deferred-cosmetic"
"farm","574","星际飞船","神秘星球套装","2","0","43199","53","42","264","2678400","false","deferred-cosmetic"
"farm","575","能量光栅","神秘星球套装","3","0","23999","29","23","144","2678400","false","deferred-cosmetic"
"farm","576","星际狗舍","神秘星球套装","4","0","19199","24","20","120","2678400","false","deferred-cosmetic"
"farm","577","缘份星空背景","缘份星空套装","1","0","49999","60","48","300","2678400","false","deferred-cosmetic"
"farm","578","缘份星空小屋","缘份星空套装","2","0","35999","44","35","220","2678400","false","deferred-cosmetic"
"farm","579","缘份星空围栅","缘份星空套装","3","0","19999","24","20","120","2678400","false","deferred-cosmetic"
"farm","580","缘份星空狗舍","情人院子套装","4","0","15999","20","16","100","2678400","false","deferred-cosmetic"
"farm","581","七夕之恋背景","七夕之恋","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","582","七夕琼楼","七夕之恋","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","583","七夕石栏","七夕之恋","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","584","七夕小窝","七夕之恋","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","585","电脑桌子背景","Computer Desk 套装","1","0","49999","60","48","300","2678400","false","deferred-cosmetic"
"farm","586","监视器","Computer Desk 套装","2","0","35999","44","35","220","2678400","false","deferred-cosmetic"
"farm","587","铅笔栅","Computer Desk 套装","3","0","19999","24","20","120","2678400","false","deferred-cosmetic"
"farm","588","打印机狗舍","Computer Desk 套装","4","0","15999","20","16","100","2678400","false","deferred-cosmetic"
"farm","589","非洲原野","非洲风情","1","0","99999","124","99","625","2678400","false","deferred-cosmetic"
"farm","590","原野草屋","非洲风情","2","0","87999","110","88","550","2678400","false","deferred-cosmetic"
"farm","591","原野木栏","非洲风情","3","0","71999","90","72","450","2678400","false","deferred-cosmetic"
"farm","592","原野草窝","非洲风情","4","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","593","印第安人","印第安风情","1","0","99999","124","99","625","2678400","false","deferred-cosmetic"
"farm","594","印第安人屋","印第安风情","2","0","87999","110","88","550","2678400","false","deferred-cosmetic"
"farm","595","印第安木栏","印第安风情","3","0","71999","90","72","450","2678400","false","deferred-cosmetic"
"farm","596","印第安人窝","印第安风情","4","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","597","侏罗纪公园","侏罗纪公园","1","0","99999","124","99","625","2678400","false","deferred-cosmetic"
"farm","598","侏罗纪石屋","侏罗纪公园","2","0","87999","110","88","550","2678400","false","deferred-cosmetic"
"farm","599","侏罗纪木栏","侏罗纪公园","3","0","71999","90","72","450","2678400","false","deferred-cosmetic"
"farm","600","侏罗纪石窝","侏罗纪公园","4","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","601","崖顶风情","崖顶风情","1","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","602","崖顶古楼","崖顶风情","2","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","603","崖顶石栏","崖顶风情","3","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","604","崖顶狗舍","崖顶风情","4","0","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","605","陕北故乡","陕北故乡","1","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","606","黄土古楼","陕北故乡","2","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","607","黄土石栏","陕北故乡","3","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","608","黄土狗舍","陕北故乡","4","0","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","609","月球之都","月球之都","1","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","610","月球大楼","月球之都","2","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","611","月球石栏","月球之都","3","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","612","月球狗舍","月球之都","4","0","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","613","园外风情","园外风情","1","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","614","汽车旅管","园外风情","2","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","615","园外石栏","园外风情","3","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","616","园外狗舍","园外风情","4","0","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","617","中秋佳节","中秋佳节","1","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","618","中秋古楼","中秋佳节","2","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","619","中秋石栏","中秋佳节","3","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","620","中秋狗舍","中秋佳节","4","0","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","621","国庆套装","国庆套装","1","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","622","国庆古楼","国庆套装","2","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","623","国庆石栏","国庆套装","3","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","624","国庆狗舍","国庆套装","4","0","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","625","三尺讲台","三尺讲台","1","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","626","粉笔盒屋","三尺讲台","2","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","627","粉笔栅栏","三尺讲台","3","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","628","粉笔擦窝","三尺讲台","4","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","629","水涧莲池","水涧莲池","1","0","82899","85","68","420","2678400","false","deferred-cosmetic"
"farm","630","水涧石屋","水涧莲池","2","0","57599","65","52","320","2678400","false","deferred-cosmetic"
"farm","631","水涧石栏","水涧莲池","3","0","34599","45","36","220","2678400","false","deferred-cosmetic"
"farm","632","水涧石窝","水涧莲池","4","0","27688","30","24","150","2678400","false","deferred-cosmetic"
"farm","633","蒙古风情装饰","蒙古风情套装","1","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","634","蒙古包","蒙古风情套装","2","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","635","蒙古源石栏","蒙古风情套装","3","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","636","蒙古源狗舍","蒙古风情套装","4","0","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","637","中秋寄情","中秋寄情","1","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","638","月夜花舟","中秋寄情","2","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","639","月夜星栏","中秋寄情","3","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","640","月夜小窝","中秋寄情","4","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","641","海滩装饰","海滩装饰","1","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","642","海滩木屋","海滩装饰","2","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","643","海滩栅栏","海滩装饰","3","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","644","海滩狗舍","海滩装饰","4","0","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","645","天山雪峰装饰","天山雪峰套装","1","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","646","天山雪峰木屋","天山雪峰套装","2","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","647","天山雪峰栅栏","天山雪峰套装","3","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","648","天山雪峰狗舍","天山雪峰套装","4","0","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","649","黄山装饰","重阳寄情套装","1","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","650","黄山古屋","重阳寄情套装","2","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","651","黄山栅栏","重阳寄情套装","3","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","652","黄山狗舍","重阳寄情套装","4","0","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","653","雾林仙境装饰","雾林仙境套装","1","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","654","雾林木屋","雾林仙境套装","2","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","655","雾林栅栏","雾林仙境套装","3","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","656","雾林狗舍","雾林仙境套装","4","0","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","657","鬼夜传说","鬼夜传说套装","1","0","82899","85","68","400","2678400","false","deferred-cosmetic"
"farm","658","鬼夜树屋","鬼夜传说套装","2","0","57599","65","52","350","2678400","false","deferred-cosmetic"
"farm","659","鬼夜铁栏","鬼夜传说套装","3","0","34599","45","36","300","2678400","false","deferred-cosmetic"
"farm","660","鬼夜杰克窝","鬼夜传说套装","4","0","27688","30","24","250","2678400","false","deferred-cosmetic"
"farm","661","万圣节装饰","欢乐万圣节套装","1","7","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","662","南瓜屋子","欢乐万圣节套装","2","7","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","663","南瓜栅栏","欢乐万圣节套装","3","7","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","664","南瓜狗舍","欢乐万圣节套装","4","7","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","665","南瓜装饰","万圣惊魂夜套装","1","7","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","666","南瓜凉亭","万圣惊魂夜套装","2","7","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","667","南瓜石栏","万圣惊魂夜套装","3","7","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","668","南瓜坛舍","万圣惊魂夜套装","4","7","39999","50","40","250","2678400","false","deferred-cosmetic"
"farm","669","多彩葫芦","多彩葫芦套装","1","0","99999","124","99","625","2678400","false","deferred-cosmetic"
"farm","670","葫芦小屋","多彩葫芦套装","2","0","87999","110","88","550","2678400","false","deferred-cosmetic"
"farm","671","葫芦栅栏","多彩葫芦套装","3","0","71999","90","72","450","2678400","false","deferred-cosmetic"
"farm","672","葫芦狗窝","多彩葫芦套装","4","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","673","玫瑰家园","玫瑰庄园套装","1","0","99999","124","99","625","2678400","false","deferred-cosmetic"
"farm","674","玫瑰小屋","玫瑰庄园套装","2","0","87999","110","88","550","2678400","false","deferred-cosmetic"
"farm","675","玫瑰栅栏","玫瑰庄园套装","3","0","71999","90","72","450","2678400","false","deferred-cosmetic"
"farm","676","玫瑰狗窝","玫瑰庄园套装","4","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","677","异度空间","异度空间套装","1","0","99999","124","99","625","2678400","false","deferred-cosmetic"
"farm","678","异度小屋","异度空间套装","2","0","87999","110","88","550","2678400","false","deferred-cosmetic"
"farm","679","悬梯栅栏","异度空间套装","3","0","71999","90","72","450","2678400","false","deferred-cosmetic"
"farm","680","陀螺狗窝","异度空间套装","4","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","681","异度空间","异度空间套装","1","0","99999","124","99","625","2678400","false","deferred-cosmetic"
"farm","682","异度小屋","异度空间套装","2","0","87999","110","88","550","2678400","false","deferred-cosmetic"
"farm","683","悬梯栅栏","异度空间套装","3","0","71999","90","72","450","2678400","false","deferred-cosmetic"
"farm","684","陀螺狗窝","异度空间套装","4","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","685","神秘玛雅","神秘玛雅套装","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","686","丛林帐篷","神秘玛雅套装","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","687","丛林木栏","神秘玛雅套装","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","688","帐篷狗舍","神秘玛雅套装","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","689","积木之城套装","积木之城套装","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","690","积木帐篷","积木之城套装","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","691","积木木栏","积木之城套装","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","692","积木狗舍","积木之城套装","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","693","旧工厂","电视之城套装","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","694","旧电视机","电视之城套装","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","695","旧通气栏","电视之城套装","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","696","旧气表狗舍","电视之城套装","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","697","极地套装","极地套装","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","698","雪地小屋","极地套装","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","699","雪地栅栏","极地套装","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","700","雪地狗舍","极地套装","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","701","布艺之家","布艺之家套装","1","0","82899","85","68","420","2678400","false","deferred-cosmetic"
"farm","702","布艺小屋","布艺之家套装","2","0","57599","65","52","320","2678400","false","deferred-cosmetic"
"farm","703","毛毛线团","布艺之家套装","3","0","34599","45","36","220","2678400","false","deferred-cosmetic"
"farm","704","布艺小窝","布艺之家套装","4","0","27688","30","24","150","2678400","false","deferred-cosmetic"
"farm","705","幽野仙境","幽野仙境","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","706","山谷小屋","幽野仙境","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","707","山谷栅栏","幽野仙境","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","708","山谷狗舍","幽野仙境","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","709","QQ12年相伴","QQ12年相伴","1","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","710","QQ12年相伴","QQ12年相伴","2","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","711","QQ12年相伴","QQ12年相伴","3","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","712","QQ12年相伴","QQ12年相伴","4","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","713","魔法套装","魔法套装","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","714","魔法小屋","魔法套装","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","715","魔法栅栏","魔法套装","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","716","魔法狗舍","魔法套装","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","717","感恩节背景","感恩节套装","1","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","718","火鸡小屋","感恩节套装","2","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","719","玉米栅栏","感恩节套装","3","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","720","奶酪狗窝","感恩节套装","4","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","721","时光入口","时光入口套装","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","722","时光之镜","时光入口套装","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","723","时光围纸","时光入口套装","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","724","时光之窝","时光入口套装","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","725","吊桥人家","吊桥人家套装","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","726","吊桥小屋","吊桥人家套装","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","727","吊桥栅栏","吊桥人家套装","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","728","吊桥狗窝","吊桥人家套装","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","729","温馨圣诞夜","温馨圣诞夜套装","1","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","730","雪顶圣诞屋","温馨圣诞夜套装","2","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","731","圣诞木栏","温馨圣诞夜套装","3","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","732","圣诞狗舍","温馨圣诞夜套装","4","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","733","圣诞之夜","圣诞之夜套装","1","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","734","雪顶圣诞屋","圣诞之夜套装","2","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","735","圣诞木栏","圣诞之夜套装","3","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","736","圣诞狗舍","圣诞之夜","4","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","737","欢乐圣诞","欢乐圣诞套装","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","738","圣诞摇摇屋","欢乐圣诞套装","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","739","圣诞花栏","欢乐圣诞套装","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","740","飘雪狗舍","欢乐圣诞套装","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","741","兔子小镇","兔子小镇套装","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","742","橙顶兔屋","兔子小镇套装","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","743","胡萝卜栅栏","兔子小镇套装","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","744","欢乐犬舍","兔子小镇套装","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","745","欢庆元旦","欢庆元旦套装","1","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","746","喜乐鼓屋","欢庆元旦套装","2","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","747","喜乐绸栏","欢庆元旦套装","3","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","748","喜乐鼓窝","欢庆元旦套装","4","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","749","元旦夜市背景","元旦夜市套装","1","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","750","对联摊位","元旦夜市套装","2","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","751","对联围栏","元旦夜市套装","3","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","752","夜市狗舍","元旦夜市套装","4","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","753","元旦快乐","元旦快乐套装","1","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","754","快乐年历","元旦快乐套装","2","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","755","窗台绿栏","元旦快乐套装","3","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","756","兔形狗舍","元旦快乐套装","4","0","1","0","0","0","2678400","false","deferred-cosmetic"
"farm","757","青春的回忆","青春的回忆套装","1","0","79999","100","80","500","2678400","false","deferred-cosmetic"
"farm","758","积木城堡","青春的回忆套装","2","0","63999","80","64","400","2678400","false","deferred-cosmetic"
"farm","759","弹珠围栏","青春的回忆套装","3","0","55999","70","56","350","2678400","false","deferred-cosmetic"
"farm","760","魔方狗舍","青春的回忆套装","4","0","47999","60","48","300","2678400","false","deferred-cosmetic"
"farm","761","冬日雪夜","冬日雪夜套装","1","0","99999","120","96","600","2678400","false","deferred-cosmetic"
"farm","762","雪夜暖屋","冬日雪夜套装","2","0","71999","88","70","440","2678400","false","deferred-cosmetic"
"farm","763","雪夜栅栏","冬日雪夜套装","3","0","39999","48","40","240","2678400","false","deferred-cosmetic"
"farm","764","雪夜暖屋","冬日雪夜套装","4","0","31999","40","32","200","2678400","false","deferred-cosmetic"
"farm","765","年夜饭背景","年夜饭套装","1","0","99999","120","96","600","2678400","false","deferred-cosmetic"
"farm","766","年夜饭桌","年夜饭套装","2","0","71999","88","70","440","2678400","false","deferred-cosmetic"
"farm","767","新年福毯","年夜饭套装","3","0","39999","48","40","240","2678400","false","deferred-cosmetic"
"farm","768","虎娃玩偶","年夜饭套装","4","0","31999","40","32","200","2678400","false","deferred-cosmetic"
