"source_id","domain","values"
"1001","farm","7200;18000;28800;43200;57600;2000000000"
"1002","farm","7200;18000;28800;43200;57600;2000000000"
"1003","farm","7200;18000;28800;43200;57600;2000000000"
"1004","farm","10800;25200;39600;54000;72000;2000000000"
"1005","farm","25200;50400;75600;100800;126000;2000000000"
"1006","farm","18000;39600;61200;86400;111600;2000000000"
"1007","farm","32400;64800;97200;129600;162000;2000000000"
"1008","farm","7200;14400;25200;36000;50400;2000000000"
"1009","farm","32400;64800;97200;129600;162000;2000000000"
"1010","farm","28800;57600;86400;118800;151200;2000000000"
"1011","farm","32400;64800;97200;129600;162000;2000000000"
"1012","farm","21600;43200;68400;111600;158400;2000000000"
"1013","farm","43200;86400;129600;165600;205200;2000000000"
"1014","farm","36000;68400;104400;140400;169200;2000000000"
"1015","farm","18000;39600;61200;86400;111600;2000000000"
"1016","farm","36000;68400;104400;140400;169200;2000000000"
"1017","farm","28800;57600;86400;118800;151200;2000000000"
"1018","farm","28800;57600;86400;115200;144000;2000000000"
"1019","farm","21600;43200;64800;93600;122400;2000000000"
"1020","farm","32400;64800;97200;129600;162000;2000000000"
"1021","farm","18000;36000;54000;72000;90000;2000000000"
"1022","farm","7200;18000;28800;43200;57600;2000000000"
"1023","farm","28800;54000;82800;115200;144000;2000000000"
"1024","farm","28800;54000;82800;115200;144000;2000000000"
"1025","farm","25200;50400;75600;100800;126000;2000000000"
"1026","farm","28800;57600;86400;118800;151200;2000000000"
"1027","farm","28800;57600;86400;118800;151200;2000000000"
"1028","farm","14400;28800;43200;57600;75600;2000000000"
"1029","farm","28800;61200;93600;129600;165600;2000000000"
"1030","farm","21600;43200;64800;93600;122400;2000000000"
"1031","farm","18000;39600;61200;86400;111600;2000000000"
"1032","farm","28800;57600;86400;118800;151200;2000000000"
"1033","farm","14400;28800;43200;57600;75600;2000000000"
"1034","farm","18000;39600;61200;86400;111600;2000000000"
"1035","farm","18000;39600;61200;86400;111600;2000000000"
"1036","farm","18000;39600;61200;86400;111600;2000000000"
"1037","farm","18000;32400;50400;82800;97200;2000000000"
"1038","farm","28800;57600;86400;118800;151200;2000000000"
"1039","farm","28800;61200;93600;129600;165600;2000000000"
"1040","farm","14400;32400;54000;75600;100800;2000000000"
"1041","farm","28800;57600;86400;118800;151200;2000000000"
"1042","farm","28800;57600;86400;118800;151200;2000000000"
"1043","farm","54000;108000;165600;219600;277200;2000000000"
"1044","farm","36000;75600;115200;154800;198000;2000000000"
"1045","farm","25200;39600;64800;97200;115200;2000000000"
"1046","farm","14400;28800;43200;57600;72000;2000000000"
"1047","farm","18000;39600;61200;86400;111600;2000000000"
"1048","farm","54000;108000;165600;219600;324000;2000000000"
"1050","farm","28800;57600;86400;118800;151200;2000000000"
"1051","farm","7200;14400;21600;28800;28800;2000000000"
"1052","farm","21600;46800;64800;90000;118800;2000000000"
"1053","farm","28800;57600;86400;118800;151200;2000000000"
"1054","farm","43200;90000;136800;183600;230400;2000000000"
"1055","farm","18000;39600;61200;86400;111600;2000000000"
"1056","farm","18000;39600;61200;86400;111600;2000000000"
"1057","farm","18000;39600;61200;86400;111600;2000000000"
"1058","farm","18000;39600;61200;86400;111600;2000000000"
"1059","farm","28800;57600;86400;118800;151200;2000000000"
"1060","farm","28800;57600;86400;118800;151200;2000000000"
"1061","farm","7200;18000;28800;43200;57600;2000000000"
"1062","farm","10800;25200;43200;61200;79200;2000000000"
"1063","farm","36000;72000;108000;144000;180000;2000000000"
"1064","farm","14400;28800;43200;57600;75600;2000000000"
"1202","farm","18000;39600;61200;86400;111600;2000000000"
"1203","farm","18000;39600;61200;86400;111600;2000000000"
"1204","farm","18000;39600;61200;86400;111600;2000000000"
"1205","farm","18000;39600;61200;86400;111600;2000000000"
"1206","farm","18000;39600;61200;86400;111600;2000000000"
"1207","farm","18000;39600;61200;86400;111600;2000000000"
"1208","farm","18000;39600;61200;86400;111600;2000000000"
"2001","farm","18000;36000;54000;72000;90000;2000000000"
"2002","farm","18000;36000;54000;72000;90000;2000000000"
"2003","farm","18000;36000;54000;72000;90000;2000000000"
"2004","farm","18000;36000;54000;72000;90000;2000000000"
"2005","farm","18000;36000;54000;72000;90000;2000000000"
"2006","farm","18000;36000;54000;72000;90000;2000000000"
"2007","farm","18000;36000;54000;72000;90000;2000000000"
"2008","farm","18000;36000;54000;72000;90000;2000000000"
"1001","pasture","14400;14400;129600;15;21420;158400"
"1002","pasture","18000;18000;129600;15;28620;165600"
"1003","pasture","16200;16200;151200;15;25020;183600"
"1004","pasture","34200;34200;216000;15;32220;284400"
"1005","pasture","37800;37800;237600;15;43020;313200"
"1006","pasture","41400;41400;259200;15;53820;342000"
"1007","pasture","27000;27000;216000;15;35820;313200"
"1008","pasture","36000;36000;288000;15;39420;360000"
"1009","pasture","37800;37800;302400;15;43020;378000"
"1010","pasture","36000;36000;345600;15;43020;417600"
"1011","pasture","41400;41400;403200;15;50220;486000"
"1012","pasture","37800;37800;302400;15;43020;378000"
"1013","pasture","37800;37800;403200;15;50220;478800"
"1014","pasture","43200;43200;345600;15;43020;432000"
"1015","pasture","32400;32400;270000;15;43020;334800"
"1016","pasture","34200;34200;316800;15;39420;385200"
"1017","pasture","21600;21600;216000;15;35820;259200"
"1018","pasture","27000;27000;288000;15;35820;342000"
"1019","pasture","23400;23400;226800;15;25020;273600"
"1020","pasture","25200;25200;194400;15;21420;244800"
"1021","pasture","21600;21600;226800;15;25185;270000"
"1022","pasture","27000;27000;180000;15;21585;234000"
"1023","pasture","18000;18000;259200;15;28785;295200"
"1024","pasture","28800;28800;360000;15;35985;417600"
"1026","pasture","25200;25200;396000;15;39585;446400"
"1027","pasture","32400;32400;230400;15;18785;295200"
"1028","pasture","25200;25200;176400;15;25185;226800"
"1029","pasture","25200;25200;176400;15;25185;226800"
"1030","pasture","46800;46800;655200;15;50385;748800"
"1031","pasture","28800;28800;360000;15;35985;417600"
"1032","pasture","25200;25200;216000;15;43185;266400"
"1033","pasture","25200;25200;216000;15;43185;266400"
"1034","pasture","37800;37800;334800;15;46785;410400"
"1035","pasture","43200;43200;374400;15;46785;460800"
"1036","pasture","36000;36000;360000;15;35985;432000"
"1037","pasture","28800;28800;43200;15;43185;100800"
"1038","pasture","45000;45000;795600;15;46785;885600"
"1039","pasture","39600;39600;331200;15;50385;410400"
"1040","pasture","28800;28800;230400;15;28785;288000"
"1041","pasture","28800;28800;230400;15;28785;288000"
"1042","pasture","36000;36000;806400;15;50385;878400"
"1043","pasture","36000;36000;302400;15;43185;374400"
"1044","pasture","28800;28800;291600;15;28785;349200"
"1045","pasture","39600;39600;331200;15;50385;410400"
"1046","pasture","36000;36000;360000;15;35985;432000"
"1047","pasture","39600;39600;327600;15;50385;406800"
"1048","pasture","36000;36000;288000;15;43185;360000"
"1049","pasture","21600;21600;172800;15;43185;216000"
"1050","pasture","41400;41400;259200;15;53985;342000"
"1051","pasture","21600;21600;216000;15;43185;259200"
"1052","pasture","36000;36000;360000;15;35985;432000"
"1053","pasture","43200;46800;748800;15;46785;838800"
"1054","pasture","43200;46800;748800;15;46785;838800"
"1055","pasture","36000;36000;201600;15;28785;273600"
"1056","pasture","36000;36000;345600;15;43185;417600"
"1057","pasture","36000;36000;302400;15;43185;374400"
"1058","pasture","36000;36000;345600;15;43185;417600"
"1059","pasture","18000;18000;291600;15;32385;327600"
"1060","pasture","21600;21600;216000;15;35985;259200"
"1062","pasture","37800;37800;302400;15;43185;378000"
"1063","pasture","32400;32400;324000;15;39585;388800"
"1065","pasture","28800;28800;288000;15;35985;345600"
"1066","pasture","37800;37800;334800;15;43185;410400"
"1067","pasture","32400;32400;324000;15;39585;388800"
"1068","pasture","37800;37800;342000;15;43185;417600"
"1069","pasture","32400;32400;324000;15;39585;388800"
"1070","pasture","37800;37800;338400;15;43185;414000"
"1071","pasture","57600;57600;810000;15;50385;925200"
"1072","pasture","28800;28800;216000;15;35985;273600"
"1073","pasture","30600;30600;259200;15;32385;320400"
"1074","pasture","37800;37800;338400;15;43185;414000"
"1075","pasture","37800;37800;334800;15;46785;410400"
"1076","pasture","37800;37800;334800;15;46785;410400"
"1077","pasture","36000;36000;360000;15;35985;432000"
"1080","pasture","32400;32400;396000;15;46785;460800"
"1083","pasture","25200;25200;129600;15;43185;180000"
"1084","pasture","18000;18000;259200;15;28785;295200"
"1085","pasture","28800;28800;216000;15;35985;273600"
"1086","pasture","43200;43200;345600;15;43185;432000"
"1087","pasture","37800;37800;334800;15;46785;410400"
"1088","pasture","28800;28800;291600;15;28785;349200"
"1089","pasture","43200;43200;374400;15;46785;460800"
"1091","pasture","23400;23400;226800;15;25185;273600"
"1096","pasture","28800;28800;291600;15;32385;349200"
"1097","pasture","18000;18000;259200;15;28785;295200"
"1098","pasture","32400;32400;396000;15;39585;460800"
"1497","pasture","37800;37800;237600;15;43020;313200"
"1498","pasture","37800;37800;237600;15;43020;313200"
"1499","pasture","37800;37800;237600;15;43020;313200"
"1501","pasture","27000;27000;172800;15;43020;226800"
"1502","pasture","32400;32400;216000;15;43020;280800"
"1503","pasture","36000;36000;216000;15;35820;288000"
"1504","pasture","32400;32400;216000;15;35985;280800"
"1505","pasture","32400;32400;216000;15;35820;280800"
"1507","pasture","39600;39600;331200;15;46620;410400"
"1508","pasture","43200;43200;432000;15;53820;518400"
"1509","pasture","36000;36000;345600;15;43020;417600"
"1510","pasture","39600;39600;406800;15;50220;417600"
"1511","pasture","37800;37800;334800;15;50220;410400"
"1512","pasture","57600;57600;810000;15;53820;925200"
"1513","pasture","32400;32400;403200;15;20200;468000"
"1514","pasture","28800;28800;432000;15;53820;489600"
"1515","pasture","30600;30600;259200;15;32220;320400"
"1516","pasture","28800;28800;291600;15;32220;349200"
"1517","pasture","23400;23400;259200;15;28620;306000"
"1518","pasture","41400;41400;374400;15;46620;457200"
"1519","pasture","28800;28800;324000;15;35985;381600"
"1520","pasture","32400;32400;324000;15;28785;252000"
"1521","pasture","18000;18000;108000;15;17985;144000"
"1522","pasture","18000;18000;291600;15;32385;327600"
"1523","pasture","21600;21600;216000;15;21585;259200"
"1524","pasture","21600;21600;360000;15;35985;403200"
"1525","pasture","32400;32400;396000;15;39585;460800"
"1526","pasture","18000;18000;360000;15;35985;396000"
"1527","pasture","39600;39600;691200;15;57585;770400"
"1528","pasture","28800;28800;216000;15;35985;273600"
"1529","pasture","27000;27000;237600;15;39585;291600"
"1530","pasture","28800;28800;180000;15;35985;237600"
"1531","pasture","86400;86400;705600;15;50385;792000"
"1533","pasture","32400;32400;360000;15;35985;424800"
"1534","pasture","28800;28800;324000;15;35985;381600"
"1535","pasture","28800;28800;201600;15;28785;259200"
"1536","pasture","32400;32400;201600;15;28785;266400"
"1537","pasture","21600;21600;259200;15;32385;302400"
"1538","pasture","28800;28800;230400;15;28785;288000"
"1539","pasture","28800;28800;230400;15;28785;288000"
"1540","pasture","23400;23400;259200;15;28785;306000"
"1541","pasture","36000;36000;201600;15;28785;273600"
"1542","pasture","21600;21600;216000;15;35985;259200"
"1543","pasture","39600;39600;655200;15;46785;734400"
"1544","pasture","36000;36000;302400;15;43185;374400"
"1545","pasture","39600;39600;702000;15;46785;781200"
"1546","pasture","25200;25200;129600;15;43185;180000"
"1547","pasture","36000;36000;648000;15;43185;720000"
"1548","pasture","36000;36000;360000;15;35985;432000"
"1549","pasture","36000;36000;360000;15;35985;432000"
"1550","pasture","32400;32400;230400;15;28785;295200"
"1551","pasture","37800;37800;302400;15;43185;378000"
"1552","pasture","43200;43200;810000;15;53985;896400"
"1553","pasture","46800;46800;921600;15;57585;1015200"
"1554","pasture","43200;43200;324000;15;43185;410400"
"1555","pasture","23400;23400;226800;15;25185;273600"
"1556","pasture","28800;28800;324000;15;35985;381600"
"1557","pasture","39600;39600;655200;15;46785;734400"
"1558","pasture","37800;37800;334800;15;43185;410400"
"1559","pasture","37800;37800;338400;15;43185;414000"
"1560","pasture","21600;21600;216000;15;35985;259200"
"1561","pasture","41400;41400;374400;15;43185;457200"
"1562","pasture","37800;37800;338400;15;43185;414000"
"1563","pasture","37800;37800;342000;15;43185;417600"
"1564","pasture","37800;37800;334800;15;43185;410400"
"1565","pasture","37800;37800;338400;15;43185;414000"
"1566","pasture","32400;32400;324000;15;39585;388800"
"1567","pasture","37800;37800;342000;15;43185;417600"
"1568","pasture","43200;43200;324000;15;43185;410400"
"1571","pasture","46800;46800;910800;15;46785;1004400"
"1572","pasture","46800;46800;910800;15;46785;1004400"
"1575","pasture","37800;37800;334800;15;46785;410400"
"1577","pasture","37800;37800;342000;15;46785;417600"
"1578","pasture","32400;32400;324000;15;39585;388800"
"1579","pasture","43200;43200;720000;15;43185;806400"
"1580","pasture","37800;37800;334800;15;46785;410400"
"1581","pasture","37800;37800;334800;15;46785;410400"
"1586","pasture","45000;45000;795600;15;46785;885600"
"1588","pasture","27000;27000;172800;15;43185;226800"
"1589","pasture","27000;27000;172800;15;43185;226800"
"1590","pasture","27000;27000;172800;15;43185;226800"
"1591","pasture","27000;27000;172800;15;43185;226800"
"1592","pasture","27000;27000;172800;15;43185;226800"
"1593","pasture","32400;32400;316800;15;39585;381600"
"1598","pasture","18000;18000;291600;15;32385;327600"
"1599","pasture","28800;28800;216000;15;32385;273600"
"1600","pasture","36000;36000;360000;15;35985;432000"
"1601","pasture","18000;18000;360000;15;35985;396000"
"6291","pasture","43200;43200;810000;15;53985;896400"
"6292","pasture","36000;36000;648000;15;43185;720000"
"6293","pasture","45000;45000;795600;15;46785;885600"
"6294","pasture","34200;34200;316800;15;39420;385200"
