"source_id","name","original_level","crop_type","seed_price","sale_price","base_yield","experience","growth_seconds","harvest_cycles","land_requirement","is_flower","hidden","vip_only","asset_status","asset_files","integration_policy"
"335","&符号","10","1","578","24","23","18","75600","2","0","false","false","true","partial","4","core-candidate"
"336","爱心符号","10","1","578","24","23","18","75600","2","0","false","false","true","partial","4","core-candidate"
"337","五角星符号","10","1","578","24","23","18","75600","2","0","false","false","true","partial","4","core-candidate"
"338","问号","10","1","578","24","23","18","75600","2","0","false","false","true","partial","4","core-candidate"
"339","感叹符号","10","1","578","24","23","18","75600","2","0","false","false","true","partial","4","core-candidate"
"340","字母A","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"341","字母B","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"342","字母C","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"343","字母D","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"344","字母E","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"345","字母F","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"346","字母G","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"347","字母H","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"348","字母I","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"349","字母J","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"350","字母K","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"351","字母L","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"352","字母M","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"353","字母N","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"354","字母O","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"355","字母P","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"356","字母Q","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"357","字母R","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"358","字母S","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"359","字母T","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"360","字母U","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"361","字母V","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"362","字母W","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"363","字母X","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"364","字母Y","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"365","字母Z","30","1","3080","44","28","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"366","彩虹玫瑰","35","1","3525","47","30","19","118800","5","0","true","false","false","complete-six-files","6","core-candidate"
"367","金条树","18","1","100","10","7","20","90000","2","0","false","true","false","complete-six-files","6","excluded-hidden"
"371","扶桑花","25","1","2980","234","38","30","126000","5","0","false","false","false","complete-six-files","6","core-candidate"
"378","洛克小灵桃","10","1","660","25","24","18","90000","2","0","false","false","false","partial","4","blocked-assets"
"380","益母草","58","1","5150","69","33","21","169200","7","0","true","false","false","partial","4","blocked-assets"
"382","摩羯座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"383","水瓶座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"384","双鱼座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"385","白羊座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"386","金牛座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"387","双子座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"388","巨蟹座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"389","狮子座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"390","处女座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"391","天秤座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"392","天蝎座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"393","射手座作物","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"396","迎春花","15","1","150","30","18","30","86400","1","0","false","false","false","partial","4","blocked-assets"
"397","仙客来","34","1","3335","46","29","18","111600","5","0","true","false","false","partial","4","blocked-assets"
"398","金雀花","31","1","3150","45","28","18","111600","5","0","true","false","false","partial","4","blocked-assets"
"399","含笑花","27","1","5400","84","27","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"400","美女樱","40","1","4056","52","26","16","104400","6","0","true","false","false","complete-six-files","6","core-candidate"
"401","LOL琴音水仙","15","1","1978","47","29","30","165600","3","0","false","false","false","partial","4","blocked-assets"
"402","疯狂摇滚猫","16","1","1470","49","20","19","108000","3","0","false","true","false","partial","4","excluded-hidden"
"403","河马新娘","24","1","5600","80","28","26","165600","5","0","false","true","false","partial","4","excluded-hidden"
"404","英雄大象","20","1","4260","71","30","36","219600","4","0","false","false","false","partial","4","blocked-assets"
"405","绵羊海盗","8","1","336","28","24","25","72000","1","0","false","true","false","partial","4","excluded-hidden"
"406","早樱","37","1","3150","50","29","19","111600","5","0","true","false","false","partial","4","blocked-assets"
"410","红白樱花","15","1","2065","231","33","29","108000","3","0","false","false","false","complete-six-files","6","core-candidate"
"412","大运UU树","14","1","1587","41","26","25","133200","3","0","false","false","false","partial","4","blocked-assets"
"413","李子","22","1","5148","78","33","42","259200","4","0","false","false","false","partial","4","blocked-assets"
"415","西游芭蕉扇","11","1","708","29","27","23","100800","2","0","false","false","false","partial","4","blocked-assets"
"416","哈哈南瓜","20","1","4260","71","30","36","219600","4","0","false","false","false","partial","4","blocked-assets"
"417","咔咔番茄","15","1","1800","50","24","20","111600","3","0","false","false","false","partial","4","blocked-assets"
"418","嘻嘻玉米","10","1","600","25","24","18","90000","2","0","false","false","false","partial","4","blocked-assets"
"419","呲牙白菜","10","1","500","24","23","18","75600","2","0","false","false","false","partial","4","blocked-assets"
"423","寻仙八卦葫芦","15","1","1978","47","29","30","165600","3","0","false","false","false","partial","4","blocked-assets"
"424","仙侠星界莲花","10","1","578","24","23","18","75600","2","0","true","false","false","partial","4","blocked-assets"
"425","七雄重楼花","12","1","350","15","20","25","111600","2","0","true","false","false","partial","4","blocked-assets"
"426","许愿果","20","1","4050","75","27","27","165600","4","0","false","false","false","partial","4","blocked-assets"
"427","微博蒲公英","35","1","3341","47","30","19","118800","5","0","false","false","false","partial","4","blocked-assets"
"429","鸢尾巧克力","30","1","4341","50","23","16","126000","7","0","false","false","false","partial","4","blocked-assets"
"430","DNF小灯笼果","11","1","708","29","27","23","100800","2","0","false","false","false","partial","4","blocked-assets"
"431","QQ旅游树","10","1","720","30","24","18","90000","2","0","false","false","false","partial","4","blocked-assets"
"433","丝路雪莲","12","1","708","25","20","25","111600","2","0","false","false","false","partial","4","blocked-assets"
"434","火线灵狐草","10","1","660","25","24","18","111600","2","0","false","false","false","partial","4","blocked-assets"
"435","山丹丹","24","1","4869","80","28","26","165600","5","0","false","false","false","complete-six-files","6","core-candidate"
"436","红梅","26","1","2160","32","27","18","111600","5","0","false","false","false","partial","5","blocked-assets"
"437","杜鹃","24","1","1928","30","27","18","111600","5","0","false","false","false","partial","5","blocked-assets"
"438","映山红","28","1","5345","42","56","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"439","连理枝","15","1","2043","47","29","30","165600","3","0","true","false","false","partial","4","blocked-assets"
"440","七彩皇后","30","1","18487","82","62","16","126000","8","0","true","false","false","partial","4","blocked-assets"
"441","红豆","10","1","528","24","22","15","72000","2","0","false","false","false","partial","4","blocked-assets"
"442","睡莲","20","1","4742","71","30","36","219600","4","0","true","false","false","partial","4","blocked-assets"
"443","乞巧相思果","23","1","5570","86","34","44","277200","4","0","true","false","false","partial","4","blocked-assets"
"444","功夫大乐斗","10","1","650","25","24","18","90000","2","0","false","false","false","partial","4","blocked-assets"
"445","汽车人","10","1","600","24","22","15","72000","2","0","false","false","true","partial","4","core-candidate"
"446","金色飞贼","10","1","600","24","22","15","72000","2","0","false","false","true","partial","4","core-candidate"
"447","并蒂果","47","1","500","63","30","30","104400","3","0","false","false","false","partial","4","blocked-assets"
"448","天娇","63","1","5678","75","53","32","165600","3","0","true","false","false","partial","4","blocked-assets"
"449","西游盘丝草","11","1","708","29","27","23","100800","2","0","false","false","false","partial","4","blocked-assets"
"450","火舞草","5","1","210","15","20","25","100800","1","0","false","false","false","partial","4","blocked-assets"
"451","飞车漂流果","12","1","1000","32","29","25","111600","2","0","false","false","false","partial","4","blocked-assets"
"452","楚汉云龙果","13","1","1330","42","28","25","111600","2","0","false","false","false","partial","4","blocked-assets"
"453","漫天花雨","60","1","4580","70","48","21","144000","3","0","false","false","false","partial","4","blocked-assets"
"454","扫把烟花","53","1","4000","62","46","19","108000","3","0","true","false","false","partial","4","blocked-assets"
"455","冰蓝蝶影","42","1","3300","58","29","15","100800","4","0","true","false","false","partial","4","blocked-assets"
"456","红露珍","50","1","6650","180","50","21","169200","7","1","false","false","false","partial","4","blocked-assets"
"457","火鹤花","30","1","6650","50","23","16","126000","7","0","false","false","false","partial","4","blocked-assets"
"458","海芋","21","1","2130","50","28","20","111600","4","0","true","false","false","partial","4","blocked-assets"
"460","园艺熊猫","46","1","6650","450","42","43","187200","6","2","false","false","false","partial","4","blocked-assets"
"461","园艺鲸鱼","41","1","5000","400","42","40","172800","5","2","false","false","false","partial","4","blocked-assets"
"463","园艺兔子","45","1","6550","390","44","39","176400","6","2","false","false","false","partial","4","blocked-assets"
"465","园艺天鹅","44","1","6450","420","40","39","172800","6","2","false","false","false","partial","4","blocked-assets"
"468","园艺麋鹿","43","1","6350","430","41","42","180000","6","2","false","false","false","partial","4","blocked-assets"
"469","园艺孔雀","42","1","5100","420","39","39","169200","5","2","false","false","false","partial","4","blocked-assets"
"470","园艺章鱼","47","1","7000","420","45","42","198000","7","2","false","false","false","partial","4","blocked-assets"
"471","园艺海豚","40","1","4800","380","40","37","165600","5","2","false","false","false","partial","4","blocked-assets"
"472","奇幻神灯","26","1","2130","32","27","18","111600","5","0","false","false","false","partial","4","blocked-assets"
"490","王朝轮回果","11","1","708","29","27","23","100800","2","0","false","false","false","partial","4","blocked-assets"
"491","海岛之恋","10","1","650","25","24","18","90000","2","0","false","false","false","partial","4","blocked-assets"
"501","酷酷有型表情","15","1","2130","50","24","20","111600","3","0","true","false","true","partial","4","core-candidate"
"502","心动跳跳表情","15","1","2130","50","24","20","111600","3","0","true","false","true","partial","4","core-candidate"
"503","呲牙笑笑表情","15","1","2130","50","24","20","111600","3","0","true","false","true","partial","4","core-candidate"
"504","郁闷表情","15","1","2130","50","24","20","111600","3","0","true","false","true","partial","4","core-candidate"
"505","可爱咪咪笑表情","15","1","2130","50","24","20","111600","3","0","true","false","true","partial","4","core-candidate"
"507","难过表情","15","1","2130","50","24","20","111600","3","0","true","false","true","partial","4","core-candidate"
"508","鬼脸吓吓表情","15","1","2130","50","24","20","111600","3","0","true","false","true","partial","4","core-candidate"
"509","疑惑表情","15","1","2130","50","24","20","111600","3","0","true","false","true","partial","4","core-candidate"
"510","困啊困表情","15","1","2130","50","24","20","111600","3","0","true","false","true","partial","4","core-candidate"
"511","囧","18","1","3480","62","35","40","230400","3","0","false","false","true","partial","4","core-candidate"
"512","尴尬一笑","18","1","3480","62","35","40","230400","3","0","false","false","true","partial","4","core-candidate"
"513","号啕大哭","18","1","3480","62","35","40","230400","3","0","false","false","true","partial","4","core-candidate"
"514","亲亲表情","18","1","3480","62","35","40","230400","3","0","false","false","true","partial","4","core-candidate"
"515","大惊失色","18","1","3480","62","35","40","230400","3","0","false","false","true","partial","4","core-candidate"
"516","航海鼠","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"517","制造牛","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"518","剑士虎","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"519","公主兔","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"520","考古龙","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"521","美女蛇","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"522","厨师马","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"523","护士羊","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"524","冒险猴","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"525","弹弓鸡","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"526","提琴狗","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"527","啤酒猪","25","1","7000","82","29","27","165600","5","0","false","false","true","partial","4","core-candidate"
"528","傲慢表情","15","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"529","糗表情","15","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"530","委屈表情","15","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"533","我","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"534","爱","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"535","你","40","1","4056","52","26","16","104400","6","0","false","false","true","partial","4","core-candidate"
"557","俄罗斯方块作物一","30","1","3038","44","28","18","111600","5","0","false","false","true","partial","4","core-candidate"
"558","俄罗斯方块作物二","30","1","3038","44","28","18","111600","5","0","false","false","true","partial","4","core-candidate"
"559","俄罗斯方块作物三","30","1","3038","44","28","18","111600","5","0","false","false","true","partial","4","core-candidate"
"560","俄罗斯方块作物四","30","1","3038","44","28","18","111600","5","0","false","false","true","partial","4","core-candidate"
"561","俄罗斯方块作物五","30","1","3038","44","28","18","111600","5","0","false","false","true","partial","4","core-candidate"
"562","俄罗斯方块作物六","30","1","3038","44","28","18","111600","5","0","false","false","true","partial","5","core-candidate"
"563","俄罗斯方块作物七","30","1","3038","44","28","18","111600","5","0","false","false","true","partial","4","core-candidate"
"564","夏日紫色贝壳","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"565","夏日黄色贝壳","20","1","3360","35","48","19","115200","4","0","false","false","false","partial","4","blocked-assets"
"566","夏日紫色海螺","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"567","夏日黄色海螺","20","1","3360","35","48","19","115200","4","0","false","false","false","partial","3","blocked-assets"
"568","夏日紫色海星","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"569","夏日黄色海星","20","1","3360","35","48","19","115200","4","0","false","false","false","partial","4","blocked-assets"
"570","夏日泡泡凉拖","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","3","blocked-assets"
"571","夏日Y字凉拖","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"572","夏日瘦身茶","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","3","blocked-assets"
"573","夏日鸡尾酒","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"574","桃心潜水镜","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"575","五星潜水镜","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"576","魅惑热带鱼","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"577","酷酷小丑鱼","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"578","夏威夷游泳圈","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"579","海军救生圈","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"580","紫妖珊瑚","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"581","红仔珊瑚","20","1","3360","35","48","19","115200","4","0","false","false","true","partial","4","core-candidate"
"583","求包养","24","1","6590","80","28","26","165600","5","0","false","false","true","partial","4","core-candidate"
"584","花好月圆","20","1","4300","71","30","36","219600","4","0","true","false","true","partial","4","core-candidate"
"585","年费黄钻","40","1","2850","160","40","13","129600","5","2","false","false","false","partial","4","blocked-assets"
"586","向日葵精灵花束","40","1","2860","220","41","37","165600","5","2","false","false","false","partial","4","blocked-assets"
"600","园艺南瓜","48","1","8000","430","43","41","194400","7","2","false","false","false","partial","4","blocked-assets"
"601","园艺海星","49","1","8000","445","45","44","194400","7","2","false","false","false","partial","4","blocked-assets"
"602","大大光棍节","11","1","300","11","61","11","111600","1","0","false","false","false","partial","4","blocked-assets"
"603","魔幻能量球","11","1","708","29","27","23","100800","2","0","false","false","false","partial","4","blocked-assets"
"604","魔法神花","11","1","708","29","27","23","100800","2","0","false","false","false","partial","4","blocked-assets"
"605","男生符","35","1","2250","44","30","18","118800","5","0","false","false","false","partial","4","blocked-assets"
"606","女生符","35","1","2250","44","30","18","118800","5","0","false","false","false","partial","4","blocked-assets"
"607","新郎钻戒","35","1","2350","47","30","19","118800","5","0","false","false","false","partial","4","blocked-assets"
"608","新娘钻戒","35","1","2350","47","30","19","118800","5","0","false","false","false","partial","4","blocked-assets"
"609","GG心钥匙","35","1","2300","45","30","19","118800","5","0","false","false","false","partial","4","blocked-assets"
"610","MM心锁","35","1","2300","45","30","19","118800","5","0","false","false","false","partial","4","blocked-assets"
"611","相思豆项链","40","1","2200","48","23","15","104400","6","0","false","false","false","partial","4","blocked-assets"
"612","丘比特之箭","40","1","2200","48","23","15","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"613","QGG公仔","40","1","2200","48","23","15","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"614","QMM公仔","40","1","2200","48","23","15","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"615","贝壳","40","1","2200","48","23","15","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"616","同心花种子","40","1","2200","48","23","15","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"617","情歌","40","1","2200","48","23","15","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"618","丘比特玫瑰","40","1","2200","48","23","15","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"619","七雄轩辕果","11","1","700","28","26","23","100800","2","0","false","false","false","partial","4","blocked-assets"
"620","飞车宝石树","10","1","700","27","25","22","108000","2","0","false","false","false","partial","5","blocked-assets"
"621","九仙逍遥果","10","1","670","27","25","22","108000","2","0","false","false","false","complete-six-files","6","core-candidate"
"622","礼花树","52","1","3950","63","46","19","104400","3","0","false","false","false","complete-six-files","6","core-candidate"
"623","彩灯树","59","1","4650","71","48","21","136800","3","0","false","false","false","complete-six-files","6","core-candidate"
"624","红袜树","43","1","3400","59","29","16","93600","4","0","false","false","false","complete-six-files","6","core-candidate"
"625","TNT欢乐果","10","1","650","25","25","21","100800","2","0","false","false","false","complete-six-files","6","core-candidate"
"626","寻仙雪凝果","10","1","670","27","25","22","108000","2","0","false","false","false","complete-six-files","6","core-candidate"
"627","红宝石情花","5","1","300","219","19","22","75600","2","0","true","false","false","complete-six-files","6","core-candidate"
"700","红钻璀璨","10","1","650","27","25","22","108000","2","0","false","false","false","partial","4","blocked-assets"
"702","扶桑神树","53","1","5948","446","50","38","136800","4","0","false","false","false","complete-six-files","6","core-candidate"
"704","天女花","35","1","3860","300","36","35","151200","5","0","false","false","false","complete-six-files","6","core-candidate"
"707","蟠桃树","40","1","4800","320","35","37","162000","6","0","false","false","false","complete-six-files","6","core-candidate"
"708","聚宝盆","63","1","10700","510","57","48","165600","6","0","false","false","false","complete-six-files","6","core-candidate"
"709","福袋树","48","1","5555","432","45","36","126000","4","0","false","false","false","complete-six-files","6","core-candidate"
"710","富贵有鱼","38","1","2750","311","41","31","126000","3","0","false","false","false","complete-six-files","6","core-candidate"
"711","麻将一万","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"712","麻将二万","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"713","麻将三万","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"714","麻将四万","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"715","麻将五万","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"716","麻将六万","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"717","麻将七万","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"718","麻将八万","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"719","麻将九万","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"720","麻将一筒","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"721","麻将二筒","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"722","麻将三筒","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"723","麻将四筒","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"724","麻将五筒","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"725","麻将六筒","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"726","麻将七筒","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"727","麻将八筒","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"728","麻将九筒","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"729","麻将一条","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"730","麻将二条","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"731","麻将三条","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"732","麻将四条","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"733","麻将五条","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"734","麻将六条","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"735","麻将七条","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"736","麻将八条","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"737","麻将九条","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"738","麻将红中","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"739","麻将发财","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"740","麻将白板","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"741","麻将东风","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"742","麻将南风","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"743","麻将西风","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"744","麻将北风","40","1","4000","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"1000","紅色農民果","12","1","900","75","24","21","57600","1","0","false","false","false","complete-six-files","6","core-candidate"
"1001","绿色农民果","12","1","900","75","24","21","57600","1","0","false","false","false","complete-six-files","6","core-candidate"
"1002","蓝色农民果","12","1","900","75","24","21","57600","1","0","false","false","false","complete-six-files","6","core-candidate"
"1003","玉潔冰星","50","1","5000","100","100","21","57600","1","0","false","false","false","complete-six-files","6","core-candidate"
"1004","嘉兰百合","8","1","296","28","24","25","72000","1","0","true","false","false","complete-six-files","6","core-candidate"
"1005","三色樱桃","50","1","3840","49","26","16","126000","6","0","false","false","false","complete-six-files","6","core-candidate"
"1006","黄金竖琴","50","1","3150","44","28","18","111600","5","0","false","false","false","complete-six-files","6","core-candidate"
"1007","梦境花","50","1","4760","149","53","21","162000","9","0","true","false","false","complete-six-files","6","core-candidate"
"1008","红麦","6","1","250","25","25","19","50400","1","0","false","false","false","complete-six-files","6","core-candidate"
"1009","聚果榕","50","1","7616","68","40","30","162000","7","0","false","false","false","complete-six-files","6","core-candidate"
"1010","油橄榄树","50","1","4800","77","27","25","151200","4","0","false","false","false","partial","4","blocked-assets"
"1011","樱花","50","1","4760","149","53","21","162000","9","0","true","false","false","partial","4","blocked-assets"
"1012","咖啡豆","38","1","3200","39","54","45","158400","3","0","false","false","false","partial","4","blocked-assets"
"1013","红薯","32","1","4500","84","25","30","205200","3","0","false","false","false","partial","4","blocked-assets"
"1014","飞火流樱","50","1","30000","116","160","78","169200","7","0","false","false","false","partial","4","blocked-assets"
"1015","冬青","15","1","2130","50","19","20","111600","3","0","false","false","false","partial","4","blocked-assets"
"1016","彩虹蘋果","50","1","6014","63","30","21","169200","7","0","false","false","false","partial","4","blocked-assets"
"1017","茶树","28","1","3300","55","30","84","151200","4","0","false","false","false","partial","5","blocked-assets"
"1018","百香果","50","1","6608","59","32","50","144000","7","0","false","false","false","partial","4","blocked-assets"
"1019","北京棗樹","33","1","3300","45","33","30","122400","4","0","false","false","false","partial","4","blocked-assets"
"1020","覆盆子","58","1","2613","56","42","6","162000","2","0","false","false","false","partial","4","blocked-assets"
"1021","红加仑","68","1","1414","48","28","42","90000","2","0","false","false","false","partial","4","blocked-assets"
"1022","青稞","9","1","560","25","50","30","57600","1","0","false","false","false","partial","4","blocked-assets"
"1023","桫椤","16","1","2727","50","40","28","144000","3","0","false","false","false","partial","4","blocked-assets"
"1024","竹","16","1","2727","50","40","28","144000","3","0","false","false","false","partial","5","blocked-assets"
"1025","桃花","69","1","5032","82","45","26","126000","3","0","true","false","false","partial","4","blocked-assets"
"1026","水萝卜","57","1","5450","70","34","25","151200","7","0","false","false","false","partial","4","blocked-assets"
"1027","圣女果","57","1","5450","70","34","25","151200","7","0","false","false","false","partial","4","blocked-assets"
"1028","多色荷花","60","1","6790","160","68","32","75600","9","1","true","false","false","partial","5","blocked-assets"
"1029","扶桑花","61","1","5800","76","29","27","165600","5","0","true","false","false","partial","5","blocked-assets"
"1030","绿绒蒿","52","1","4344","60","30","24","122400","7","0","true","false","false","partial","5","blocked-assets"
"1031","缅栀","42","1","2600","50","27","18","111600","6","0","true","false","false","partial","5","blocked-assets"
"1032","三色堇","60","1","1900","38","25","25","151200","4","0","true","false","false","partial","5","blocked-assets"
"1033","睡火莲 ","61","1","7068","162","70","33","75600","9","1","true","false","false","partial","5","blocked-assets"
"1034","珙桐","70","1","900","32","29","25","111600","4","0","true","false","false","partial","5","blocked-assets"
"1035","友谊花","70","1","350","15","20","25","111600","5","0","true","false","false","partial","5","blocked-assets"
"1036","玉兰","70","1","1800","50","24","20","111600","3","0","true","false","false","partial","5","blocked-assets"
"1037","鸢尾花","70","1","1914","44","29","18","97200","3","0","true","false","false","partial","5","blocked-assets"
"1038","芋头","38","1","3200","86","25","27","151200","3","0","false","false","false","partial","4","blocked-assets"
"1039","紫薯","40","1","3150","84","25","20","165600","3","0","false","false","false","partial","4","blocked-assets"
