"source_id","name","original_level","state_index","state_key","state_label","source_character_id","source_export_file","source_sha256","width","height","duplicate_character","current_stage","current_asset","current_source_character_id","current_source_export_file","current_source_relationship","current_sha256","current_match_status","visual_review_status"
"109","蝴蝶兰","13","5","mature","成熟","40","Crop_109.swf/DefineSprite_40/1.png","d2fd3023601b7378a9177912f6fc0985c6af953aa468fda664dcddcedc55bd7c","125","121","False","","","","","","","not-current","pending-contact-sheet-review"
"109","蝴蝶兰","13","6","withered","枯萎","22","Crop_109.swf/DefineSprite_22/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"18","桃子","13","0","seed","种子","2","Crop_18.swf/DefineSprite_2/1.png","1e75b2a99aeaa14220763d25acf65fa0ff908743b2b909b7502163ac656336ca","42","17","False","","","","","","","not-current","pending-contact-sheet-review"
"18","桃子","13","1","sprout","发芽","4","Crop_18.swf/DefineSprite_4/1.png","0c0d88be745e41a117da481159bbd94f10de47d872e4a5cb9308f04c6c0a907b","31","60","False","","","","","","","not-current","pending-contact-sheet-review"
"18","桃子","13","2","young","幼苗","9","Crop_18.swf/DefineSprite_9/1.png","4381cc3c5c8a9546d635e5cdc35f9ab2884778c596cb895bbb4c27d28020bb91","103","99","False","","","","","","","not-current","pending-contact-sheet-review"
"18","桃子","13","3","growing","生长","16","Crop_18.swf/DefineSprite_16/1.png","6b2692b78a70e61caa70624d88a839171890a407b127c3de8e141aad54657bb0","110","122","False","","","","","","","not-current","pending-contact-sheet-review"
"18","桃子","13","4","pre_mature","成熟前","17","Crop_18.swf/DefineSprite_17/1.png","e279898702d91b55118a90d52b80b1b125b11e2e35a09a6534be9d5e98624509","114","122","False","","","","","","","not-current","pending-contact-sheet-review"
"18","桃子","13","5","mature","成熟","24","Crop_18.swf/DefineSprite_24/1.png","3ca5180632daafac27d49e3ba7751bc8181b808e8f06c21d3b1aa614fa15790a","110","124","False","","","","","","","not-current","pending-contact-sheet-review"
"18","桃子","13","6","withered","枯萎","26","Crop_18.swf/DefineSprite_26/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"47","甘蔗","13","0","seed","种子","2","Crop_47.swf/DefineSprite_2/1.png","90d8cd5bade31d3b8dc885c5995072d253eec9a47e150624ff974bc4a1c9c127","22","27","False","","","","","","","not-current","pending-contact-sheet-review"
"47","甘蔗","13","1","sprout","发芽","9","Crop_47.swf/DefineSprite_9/1.png","48deb685e5e55f42b4ffe49525b61c378d64469486a20531f2ab1b7d528059e8","42","60","False","","","","","","","not-current","pending-contact-sheet-review"
"47","甘蔗","13","2","young","幼苗","18","Crop_47.swf/DefineSprite_18/1.png","f989fbd92317aa64d0e66338a443f0203ff7bc8f930fdda961c6cde55f2202d6","64","76","False","","","","","","","not-current","pending-contact-sheet-review"
"47","甘蔗","13","3","growing","生长","25","Crop_47.swf/DefineSprite_25/1.png","b7b909de479d8653becf1f47bb60cb4bec58d24a6c326003263301f62aa50d84","78","91","False","","","","","","","not-current","pending-contact-sheet-review"
"47","甘蔗","13","4","pre_mature","成熟前","34","Crop_47.swf/DefineSprite_34/1.png","d7d5209a4941f12cbb3f2288b511c3a432fb99fdfd678c4986fcea0ca0d68675","108","118","False","","","","","","","not-current","pending-contact-sheet-review"
"47","甘蔗","13","5","mature","成熟","37","Crop_47.swf/DefineSprite_37/1.png","89bc636b2e617bb95713a20fcf2af43debe2d554c633b5d7757f69a5c5746754","129","134","False","","","","","","","not-current","pending-contact-sheet-review"
"47","甘蔗","13","6","withered","枯萎","39","Crop_47.swf/DefineSprite_39/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"113","栀子花","14","0","seed","种子","2","Crop_113.swf/DefineSprite_2/1.png","cf602d641993f42928f7097e1da750758e8c258249831c95f2080604b29cd860","42","17","False","","","","","","","not-current","pending-contact-sheet-review"
"113","栀子花","14","1","sprout","发芽","16","Crop_113.swf/DefineSprite_16/1.png","17bd5267282f70f3b447935b57f1bc9207f220359f61a0ca3524c291f013356b","35","41","False","","","","","","","not-current","pending-contact-sheet-review"
"113","栀子花","14","2","young","幼苗","27","Crop_113.swf/DefineSprite_27/1.png","9867cc64313d0c4beeed0f2f32306b70d7faa96e9804c18301af22e9130210bc","43","45","False","","","","","","","not-current","pending-contact-sheet-review"
"113","栀子花","14","3","growing","生长","44","Crop_113.swf/DefineSprite_44/1.png","4cc7b949f2f35c3909d7826b2661172717e13116d05d1bc7055e69f6abf06b04","79","71","False","","","","","","","not-current","pending-contact-sheet-review"
"113","栀子花","14","4","pre_mature","成熟前","56","Crop_113.swf/DefineSprite_56/1.png","12f0ed7f9fbd5f12fd5607a7d6ea31f605a0175661f85c73b6f4ca2b4edd7c69","123","102","False","","","","","","","not-current","pending-contact-sheet-review"
"113","栀子花","14","5","mature","成熟","74","Crop_113.swf/DefineSprite_74/1.png","c96387b758f68bb7a3d1201b45ef7bd1a536895052cb05db84572b300474a594","135","113","False","","","","","","","not-current","pending-contact-sheet-review"
"113","栀子花","14","6","withered","枯萎","76","Crop_113.swf/DefineSprite_76/1.png","c243d1572c39b48b1047154380647f17fe63634a5c21cafabd4f2cdafb2ea8bc","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"19","橙子","14","0","seed","种子","2","Crop_19.swf/DefineSprite_2/1.png","1e75b2a99aeaa14220763d25acf65fa0ff908743b2b909b7502163ac656336ca","42","17","False","","","","","","","not-current","pending-contact-sheet-review"
"19","橙子","14","1","sprout","发芽","4","Crop_19.swf/DefineSprite_4/1.png","2a678523507df7b9cfa40de90ce48f2afaee07c1d36459d45cb03bbce93f745f","30","36","False","","","","","","","not-current","pending-contact-sheet-review"
"19","橙子","14","2","young","幼苗","6","Crop_19.swf/DefineSprite_6/1.png","22e1f5b89ae192fb45c3f05d94f7ae631f13ef2a3c4bbd0f007e2d6e1dcbfd4e","51","83","False","","","","","","","not-current","pending-contact-sheet-review"
"19","橙子","14","3","growing","生长","8","Crop_19.swf/DefineSprite_8/1.png","17e3c776ee79be773469db754d88246e566f99427759337a911cd474e45fd27d","127","113","False","","","","","","","not-current","pending-contact-sheet-review"
"19","橙子","14","4","pre_mature","成熟前","12","Crop_19.swf/DefineSprite_12/1.png","5c18df505a7e87b746bebbc741b713f4efa2a2715c0a75441f32b3e206d549d6","129","113","False","","","","","","","not-current","pending-contact-sheet-review"
"19","橙子","14","5","mature","成熟","14","Crop_19.swf/DefineSprite_14/1.png","7f29f15fd411c89dfd29af9dd640259bbb1430aca0db6c360d7b69f7af1969ff","132","113","False","","","","","","","not-current","pending-contact-sheet-review"
"19","橙子","14","6","withered","枯萎","16","Crop_19.swf/DefineSprite_16/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"25","银杏树苗","14","0","seed","种子","2","Crop_25.swf/DefineSprite_2/1.png","1bf85e7aefb17edcbbd101c0c45d5abbf2a7e25056ca440a2ada73fedc7adc5e","42","17","False","","","","","","","not-current","pending-contact-sheet-review"
"25","银杏树苗","14","1","sprout","发芽","14","Crop_25.swf/DefineSprite_14/1.png","3485a59e3b4224842f9b5d2c4fb20dd7793c0fced9f1cfcc0442b07862d41ce9","34","62","False","","","","","","","not-current","pending-contact-sheet-review"
"25","银杏树苗","14","2","young","幼苗","18","Crop_25.swf/DefineSprite_18/1.png","35c6a5e55f1774473264eaf7319a5204d90490950bb2f22e00b42e6c0b2f3f3c","45","95","False","","","","","","","not-current","pending-contact-sheet-review"
"25","银杏树苗","14","3","growing","生长","20","Crop_25.swf/DefineSprite_20/1.png","b69835360d967dcab412894dab1198a1a969332f3eca75faef535f0cf5a760bf","74","128","False","","","","","","","not-current","pending-contact-sheet-review"
"25","银杏树苗","14","4","pre_mature","成熟前","22","Crop_25.swf/DefineSprite_22/1.png","3bd931727c9ae79bb81bc367ada790eed1ac0b4758fa0c1b9f6705c54140fb09","90","151","False","","","","","","","not-current","pending-contact-sheet-review"
"25","银杏树苗","14","5","mature","成熟","24","Crop_25.swf/DefineSprite_24/1.png","e490890dbbc99663e887b0edbfc5808b45f50a9c7f657694c103c5afcafb8536","110","182","False","","","","","","","not-current","pending-contact-sheet-review"
"25","银杏树苗","14","6","withered","枯萎","26","Crop_25.swf/DefineSprite_26/1.png","6e486355d330b8df77b0a6942df478b9640c5f33559b75cdcc95c9d545fafe70","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"67","香瓜","14","0","seed","种子","2","Crop_67.swf/DefineSprite_2/1.png","c2d41cc56c9d20bebb25c7b77f79cddd1e8e6f925d55f9598863e2727f11ad58","42","17","False","","","","","","","not-current","pending-contact-sheet-review"
"67","香瓜","14","1","sprout","发芽","7","Crop_67.swf/DefineSprite_7/1.png","d9fb4dc49b250b719aaaf6baa5139b134ef960cc64411e39a2cb86bc4f7cfbe5","46","42","False","","","","","","","not-current","pending-contact-sheet-review"
"67","香瓜","14","2","young","幼苗","10","Crop_67.swf/DefineSprite_10/1.png","7502a6d25a265ca6bc55751218d35b48111d3a07d8c0d2d4467ff1edf6f68d95","61","69","False","","","","","","","not-current","pending-contact-sheet-review"
"67","香瓜","14","3","growing","生长","15","Crop_67.swf/DefineSprite_15/1.png","faa2605b20e4d9e3bdddc6b25490efe8bd0eb9906f5de81d0bf88308969e4921","146","97","False","","","","","","","not-current","pending-contact-sheet-review"
"67","香瓜","14","4","pre_mature","成熟前","20","Crop_67.swf/DefineSprite_20/1.png","fa04d00886e7dbffd8cafff5f7133c89cbba25af328367da31f3e8c37696f48e","146","97","False","","","","","","","not-current","pending-contact-sheet-review"
"67","香瓜","14","5","mature","成熟","27","Crop_67.swf/DefineSprite_27/1.png","2f5340b79b4b6c9f5798b0c560adfe6b8d615f2094da0a1e74e0cebdff1184c2","146","97","False","","","","","","","not-current","pending-contact-sheet-review"
"67","香瓜","14","6","withered","枯萎","29","Crop_67.swf/DefineSprite_29/1.png","cf073777cbc71b94e578098c3e139b7b255f65e041b8c8c1728cfd5a5153fb3e","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"82","摇钱树","14","0","seed","种子","2","Crop_82.swf/DefineSprite_2/1.png","db64a2423bcb9185ca003d386c22654cd570c0c817515db055cea33e28d4a10e","42","17","False","","","","","","","not-current","pending-contact-sheet-review"
"82","摇钱树","14","1","sprout","发芽","8","Crop_82.swf/DefineSprite_8/1.png","25b7da3a26683fd25daaebe607550de2bf6d9a4bc5b8ce2086d3dd4c884b6ab3","30","34","False","","","","","","","not-current","pending-contact-sheet-review"
"82","摇钱树","14","2","young","幼苗","14","Crop_82.swf/DefineSprite_14/1.png","9773918c9c47da6b911659dd5dfde930111332404eaae0e67116ad0ad51f3518","63","65","False","","","","","","","not-current","pending-contact-sheet-review"
"82","摇钱树","14","3","growing","生长","17","Crop_82.swf/DefineSprite_17/1.png","ff8206df071c4c8d451230eb857aa4929c7c7f7632dadc65725a80cd0a78cfbc","101","117","False","","","","","","","not-current","pending-contact-sheet-review"
"82","摇钱树","14","4","pre_mature","成熟前","21","Crop_82.swf/DefineSprite_21/1.png","29f7144c08eaf47054d480b1f7e63f7c94ea4a1bb00600ac909c16aff047a197","106","120","False","","","","","","","not-current","pending-contact-sheet-review"
"82","摇钱树","14","5","mature","成熟","24","Crop_82.swf/DefineSprite_24/1.png","933c647658913888ba99cb0a0d8e3ede7f71af4a6b60b7b4d564b1d916a9a94e","128","135","False","","","","","","","not-current","pending-contact-sheet-review"
"82","摇钱树","14","6","withered","枯萎","26","Crop_82.swf/DefineSprite_26/1.png","cf073777cbc71b94e578098c3e139b7b255f65e041b8c8c1728cfd5a5153fb3e","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"13","葡萄","15","0","seed","种子","2","Crop_13.swf/DefineSprite_2/1.png","b8754072b32bb56ceb29cbb04fdaa7c136d91f6907be95d0ba31b9af301a9ed2","18","37","False","","","","","","","not-current","pending-contact-sheet-review"
"13","葡萄","15","1","sprout","发芽","4","Crop_13.swf/DefineSprite_4/1.png","cd388efa953fd1397d4fac1deb3e6549b1196c8ed6e21b8aa85a54bac7d24a15","48","56","False","","","","","","","not-current","pending-contact-sheet-review"
"13","葡萄","15","2","young","幼苗","8","Crop_13.swf/DefineSprite_8/1.png","52ee6b5abba4ae33e7e77e2896a4d713e820b39f1006141f1689faf91d5b8326","64","89","False","","","","","","","not-current","pending-contact-sheet-review"
"13","葡萄","15","3","growing","生长","12","Crop_13.swf/DefineSprite_12/1.png","0ddbf4d1ba0e2e64bd8b682a89fd2364dfca9d84875b29af72c1577ececd5f86","114","121","False","","","","","","","not-current","pending-contact-sheet-review"
"13","葡萄","15","4","pre_mature","成熟前","14","Crop_13.swf/DefineSprite_14/1.png","021d3f0f9bdc2c1cf42e5558f35c7154bbf45b9a18fccf8c5ecd98b9c9e73443","127","121","False","","","","","","","not-current","pending-contact-sheet-review"
"13","葡萄","15","5","mature","成熟","18","Crop_13.swf/DefineSprite_18/1.png","bc9193fe93f51fdf515a227b0d01d5cd893be00a6f7824134e925dc6517a67b2","123","117","False","","","","","","","not-current","pending-contact-sheet-review"
"13","葡萄","15","6","withered","枯萎","20","Crop_13.swf/DefineSprite_20/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"44","丝瓜","15","0","seed","种子","5","Crop_44.swf/DefineSprite_5/1.png","894f311e98847ac99933980977e92f76a45bc277ba03c01d1679124eb077ff8a","21","32","False","","","","","","","not-current","pending-contact-sheet-review"
"44","丝瓜","15","1","sprout","发芽","9","Crop_44.swf/DefineSprite_9/1.png","59da6148a86cbf6c212a94fe2c4a8e4d7f41c66c834e15d134c671d030cfcb2f","166","212","False","","","","","","","not-current","pending-contact-sheet-review"
"44","丝瓜","15","2","young","幼苗","13","Crop_44.swf/DefineSprite_13/1.png","ccc8bc7b7eed505e7b2a45d1c6c1df49915c0245aa5f792cd996e2de2937196f","303","383","False","","","","","","","not-current","pending-contact-sheet-review"
"44","丝瓜","15","3","growing","生长","23","Crop_44.swf/DefineSprite_23/1.png","b94867f71fda8360520fcca5ad94fb6d8b9973dba22be91d3ade4d01e518cf4e","70","120","False","","","","","","","not-current","pending-contact-sheet-review"
"44","丝瓜","15","4","pre_mature","成熟前","30","Crop_44.swf/DefineSprite_30/1.png","9bfee12d52499732b23ab55102c0894850d1b89e919e13d32c510e03e55bcf37","98","127","False","","","","","","","not-current","pending-contact-sheet-review"
"44","丝瓜","15","5","mature","成熟","35","Crop_44.swf/DefineSprite_35/1.png","937553efe4dd047b5e02537ac7918be2ebb23164e52a655ce8fe85fa956e4415","104","127","False","","","","","","","not-current","pending-contact-sheet-review"
"44","丝瓜","15","6","withered","枯萎","37","Crop_44.swf/DefineSprite_37/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"46","爱心果","15","0","seed","种子","2","Crop_46.swf/DefineSprite_2/1.png","db64a2423bcb9185ca003d386c22654cd570c0c817515db055cea33e28d4a10e","42","17","False","","","","","","","not-current","pending-contact-sheet-review"
"46","爱心果","15","1","sprout","发芽","8","Crop_46.swf/DefineSprite_8/1.png","d5eb0481ffac7c7ec84471c4cb74f8096657ff8b95b1da973a2050296b538831","51","54","False","","","","","","","not-current","pending-contact-sheet-review"
"46","爱心果","15","2","young","幼苗","13","Crop_46.swf/DefineSprite_13/1.png","1db9f211719facd04e4c8c0bf375e39eb94b4514b6d3973a981956e95184cb69","71","71","False","","","","","","","not-current","pending-contact-sheet-review"
"46","爱心果","15","3","growing","生长","19","Crop_46.swf/DefineSprite_19/1.png","95a63e76f7769c98f2b45f15e337075026f7df4c8923d2bfa9da98848bce302e","102","108","False","","","","","","","not-current","pending-contact-sheet-review"
"46","爱心果","15","4","pre_mature","成熟前","21","Crop_46.swf/DefineSprite_21/1.png","8ae49305ca0debcb077f7637040e5874df0c3bb563be3bfdd3f1c640d38aa63c","102","124","False","","","","","","","not-current","pending-contact-sheet-review"
"46","爱心果","15","5","mature","成熟","24","Crop_46.swf/DefineSprite_24/1.png","84c7ecbf3f5ad93489290763b5e404ff6810d4d968d2d41e1315a9ec49d30be4","112","128","False","","","","","","","not-current","pending-contact-sheet-review"
"46","爱心果","15","6","withered","枯萎","26","Crop_46.swf/DefineSprite_26/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"72","榛子","15","0","seed","种子","2","Crop_72.swf/DefineSprite_2/1.png","dda2c8b36dd4dd702323bf3cc6b32184e8dfd6f120e3eb49246144d0db1dcadb","13","36","False","","","","","","","not-current","pending-contact-sheet-review"
"72","榛子","15","1","sprout","发芽","4","Crop_72.swf/DefineSprite_4/1.png","23ee7df26011e93c665374fa7da46b7019efcd6ee4553c33c1491737839a2788","22","71","False","","","","","","","not-current","pending-contact-sheet-review"
"72","榛子","15","2","young","幼苗","14","Crop_72.swf/DefineSprite_14/1.png","18cc61216fdefa5883c3145b11eec1d0f795fc3b4b0ab0e7f11ff829c8629049","75","103","False","","","","","","","not-current","pending-contact-sheet-review"
"72","榛子","15","3","growing","生长","30","Crop_72.swf/DefineSprite_30/1.png","51f29b0a1f84f0aa9e57c7d6f8f3789f96b2f54424f95ac92e2d4a4b67b2491e","96","113","False","","","","","","","not-current","pending-contact-sheet-review"
"72","榛子","15","4","pre_mature","成熟前","33","Crop_72.swf/DefineSprite_33/1.png","8d62e05c226c1b070281037fb4b2a910b1942441ef257b5d64256cd70801289d","107","125","False","","","","","","","not-current","pending-contact-sheet-review"
"72","榛子","15","5","mature","成熟","38","Crop_72.swf/DefineSprite_38/1.png","dbcfb1b08f16bfafc15b51201f4ee1400eb1a50a55f3e134b6380ec7945e2058","117","131","False","","","","","","","not-current","pending-contact-sheet-review"
"72","榛子","15","6","withered","枯萎","40","Crop_72.swf/DefineSprite_40/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"106","郁金香","16","0","seed","种子","2","Crop_106.swf/DefineSprite_2/1.png","db64a2423bcb9185ca003d386c22654cd570c0c817515db055cea33e28d4a10e","42","17","False","","","","","","","not-current","pending-contact-sheet-review"
"106","郁金香","16","1","sprout","发芽","5","Crop_106.swf/DefineSprite_5/1.png","c883d09c78043deb784a05c562c1f6f523d4f7722f78dd7f5376829170a18d56","24","37","False","","","","","","","not-current","pending-contact-sheet-review"
"106","郁金香","16","2","young","幼苗","9","Crop_106.swf/DefineSprite_9/1.png","dcd970d18f90ca6c0dd62f60e645f08afc96767185615e89939052543fce7400","57","72","False","","","","","","","not-current","pending-contact-sheet-review"
"106","郁金香","16","3","growing","生长","14","Crop_106.swf/DefineSprite_14/1.png","ad20b099a05abe97b97506bf85c9bc3e3e6246684962ef9b040a0612235f0b32","99","89","False","","","","","","","not-current","pending-contact-sheet-review"
"106","郁金香","16","4","pre_mature","成熟前","16","Crop_106.swf/DefineSprite_16/1.png","39c6077da417d4ca8302e425926d7863c979b3c34a186e03a224d993d62ff6c7","110","120","False","","","","","","","not-current","pending-contact-sheet-review"
"106","郁金香","16","5","mature","成熟","18","Crop_106.swf/DefineSprite_18/1.png","1fa534c1a5b36fce38c4d0e2e567e00c9fcce43ad72d8ed1c3c98c9ca315c58b","113","122","False","","","","","","","not-current","pending-contact-sheet-review"
"106","郁金香","16","6","withered","枯萎","20","Crop_106.swf/DefineSprite_20/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"23","石榴","16","0","seed","种子","2","Crop_23.swf/DefineSprite_2/1.png","db64a2423bcb9185ca003d386c22654cd570c0c817515db055cea33e28d4a10e","42","17","False","","","","","","","not-current","pending-contact-sheet-review"
"23","石榴","16","1","sprout","发芽","7","Crop_23.swf/DefineSprite_7/1.png","a052f030ef37a9e1f19d8e951885e8734923a8fe05eee1d0ac78a818c266b51e","34","67","False","","","","","","","not-current","pending-contact-sheet-review"
"23","石榴","16","2","young","幼苗","20","Crop_23.swf/DefineSprite_20/1.png","4b7f33b0b78df02679e09911eb576a9df5656b899e65be10648e546f377fad49","80","77","False","","","","","","","not-current","pending-contact-sheet-review"
"23","石榴","16","3","growing","生长","25","Crop_23.swf/DefineSprite_25/1.png","5ea522104d6093065656feafa95fad02ad6710c580daac56ab8b61de5d1ecb0e","108","103","False","","","","","","","not-current","pending-contact-sheet-review"
"23","石榴","16","4","pre_mature","成熟前","33","Crop_23.swf/DefineSprite_33/1.png","2b050db687cbeb93a7601159dc60652ad2242a7a11a476eee4bccfccaa5cb71f","114","111","False","","","","","","","not-current","pending-contact-sheet-review"
"23","石榴","16","5","mature","成熟","41","Crop_23.swf/DefineSprite_41/1.png","60c022abb2c0c925f3f7401939f4e10374ff81bd2540f8f384bb0358df803e4b","120","116","False","","","","","","","not-current","pending-contact-sheet-review"
"23","石榴","16","6","withered","枯萎","43","Crop_23.swf/DefineSprite_43/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"26","柚子","17","0","seed","种子","2","Crop_26.swf/DefineSprite_2/1.png","d5f26f7736b177045b4dbadea9e307affd08ea504cd8485fec90a89b946683e8","22","32","False","","","","","","","not-current","pending-contact-sheet-review"
"26","柚子","17","1","sprout","发芽","4","Crop_26.swf/DefineSprite_4/1.png","2dfc956562954f028df7615d5e0db7a25372259d43be5a68e2ded4d0da353e1e","30","43","False","","","","","","","not-current","pending-contact-sheet-review"
"26","柚子","17","2","young","幼苗","9","Crop_26.swf/DefineSprite_9/1.png","7b99e07b16c7bab96a58ad5a13f59b4f759c87c63cd6d50fa134496c1bbfe511","81","71","False","","","","","","","not-current","pending-contact-sheet-review"
"26","柚子","17","3","growing","生长","12","Crop_26.swf/DefineSprite_12/1.png","c558aeede11c1ef99698a325338452b707f2197ca739cca9bb1febbe07863e9a","120","128","False","","","","","","","not-current","pending-contact-sheet-review"
"26","柚子","17","4","pre_mature","成熟前","17","Crop_26.swf/DefineSprite_17/1.png","acab5b81d0e0fb34bb1a0135880b4d405c88370c3a3723e798bf80c0bf526a22","122","121","False","","","","","","","not-current","pending-contact-sheet-review"
"26","柚子","17","5","mature","成熟","20","Crop_26.swf/DefineSprite_20/1.png","3ec04b9932f38d3a7e68ca533521e375667fc94243b85d755ceadb5f471b1ee7","110","120","False","","","","","","","not-current","pending-contact-sheet-review"
"26","柚子","17","6","withered","枯萎","22","Crop_26.swf/DefineSprite_22/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"50","蘑菇","17","0","seed","种子","4","Crop_50.swf/DefineSprite_4/1.png","4959e33971b7f674a8d8a98b5ca38a4ba8b5e9c964f594575f2a020b2f857d6c","128","73","False","","","","","","","not-current","pending-contact-sheet-review"
"50","蘑菇","17","1","sprout","发芽","6","Crop_50.swf/DefineSprite_6/1.png","79a6d12eb87f6472b5179741b291161ce8894684abdab98d8ee48af2de1aac6e","128","73","False","","","","","","","not-current","pending-contact-sheet-review"
"50","蘑菇","17","2","young","幼苗","11","Crop_50.swf/DefineSprite_11/1.png","737488e3b4d851811b6d445d4ca4cfba3dbe14bf046481c7a860e192d6765630","128","73","False","","","","","","","not-current","pending-contact-sheet-review"
"50","蘑菇","17","3","growing","生长","18","Crop_50.swf/DefineSprite_18/1.png","95555851d95ca75c40802c298c239c3142a428b3980ca9d8c6b166bb364b1248","128","93","True","","","","","","","not-current","pending-contact-sheet-review"
"50","蘑菇","17","4","pre_mature","成熟前","18","Crop_50.swf/DefineSprite_18/1.png","95555851d95ca75c40802c298c239c3142a428b3980ca9d8c6b166bb364b1248","128","93","True","","","","","","","not-current","pending-contact-sheet-review"
"50","蘑菇","17","5","mature","成熟","23","Crop_50.swf/DefineSprite_23/1.png","c879ca8b3b4bbf389754eb223954171e9306c280f6de6473a82288e100717d24","128","99","False","","","","","","","not-current","pending-contact-sheet-review"
"50","蘑菇","17","6","withered","枯萎","25","Crop_50.swf/DefineSprite_25/1.png","bc6356b37ef5e5c05f68aa45d71293c46835cf7799ede3a2f07c0ad42bf2eeb8","130","74","False","","","","","","","not-current","pending-contact-sheet-review"
"102","马蹄莲","18","0","seed","种子","2","Crop_102.swf/DefineSprite_2/1.png","db64a2423bcb9185ca003d386c22654cd570c0c817515db055cea33e28d4a10e","42","17","False","","","","","","","not-current","pending-contact-sheet-review"
"102","马蹄莲","18","1","sprout","发芽","4","Crop_102.swf/DefineSprite_4/1.png","0ab790ee21c0bf8967ab7881f53e82dbed4ec5ed7fef98f6f2c98b24c2555d28","35","34","False","","","","","","","not-current","pending-contact-sheet-review"
"102","马蹄莲","18","2","young","幼苗","6","Crop_102.swf/DefineSprite_6/1.png","b43256d94b38d3f6060ccecfcd26e266b9f1bd4c4e91a1008e5d4e317b32e617","66","51","False","","","","","","","not-current","pending-contact-sheet-review"
"102","马蹄莲","18","3","growing","生长","8","Crop_102.swf/DefineSprite_8/1.png","a6f6c0c3841a397f19ad925519b57638a314cacd5e3ffd5bf66a72f1ec79aaae","104","92","False","","","","","","","not-current","pending-contact-sheet-review"
"102","马蹄莲","18","4","pre_mature","成熟前","10","Crop_102.swf/DefineSprite_10/1.png","98973cd20428f5c64b8a018f6de83a2fdbae75d46b3866476ade63ba3a583a68","124","112","False","","","","","","","not-current","pending-contact-sheet-review"
"102","马蹄莲","18","5","mature","成熟","12","Crop_102.swf/DefineSprite_12/1.png","29d586b08a16ead22a54b6e6c9a4aa6b95b7d438f63a1e90acb8d5be6589adc0","124","121","False","","","","","","","not-current","pending-contact-sheet-review"
"102","马蹄莲","18","6","withered","枯萎","14","Crop_102.swf/DefineSprite_14/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","126","55","False","","","","","","","not-current","pending-contact-sheet-review"
"27","菠萝","18","0","seed","种子","2","Crop_27.swf/DefineSprite_2/1.png","00f8ac9abb7d3c731fbb32c590337aa06e656822244bc7046763761e80d89307","28","27","False","","","","","","","not-current","pending-contact-sheet-review"
"27","菠萝","18","1","sprout","发芽","4","Crop_27.swf/DefineSprite_4/1.png","db843828bbf2e24c84a12c0fb68353a7445d6b721bc0fde335231e1fc5e7efc4","45","48","False","","","","","","","not-current","pending-contact-sheet-review"
"27","菠萝","18","2","young","幼苗","6","Crop_27.swf/DefineSprite_6/1.png","259863037698fd06585f7f80fab1691c5d17f9433b1f24bfcf7536eec3301534","90","68","False","","","","","","","not-current","pending-contact-sheet-review"
"27","菠萝","18","3","growing","生长","10","Crop_27.swf/DefineSprite_10/1.png","b01133743b45126bc2b27727bf126a11fd71693c081975c19d3c53c611e9dc18","136","122","False","","","","","","","not-current","pending-contact-sheet-review"
"27","菠萝","18","4","pre_mature","成熟前","13","Crop_27.swf/DefineSprite_13/1.png","b3fdbae30daf3eac336aefb426a102d9254a6ac136d0d9c20f93d00fafd93c5f","136","122","False","","","","","","","not-current","pending-contact-sheet-review"
"27","菠萝","18","5","mature","成熟","16","Crop_27.swf/DefineSprite_16/1.png","d2a44241d4f0b2e96e2e2cff6f974964171a1380b7046643b730632021968dea","136","132","False","","","","","","","not-current","pending-contact-sheet-review"
