"source_id","name","set_name","item_type","item_type_name","original_level","coin_price","premium_price","discounted_premium_price","experience","valid_seconds","swf_file","preview_file","thumbnail_file","alternate_file","source_files_present","source_completeness","known_issue","extraction_policy","integration_policy","preferred_runtime_source","processing_status"
"248","红乐小窝","世博主题套装","4","doghouse","0","1","0","0","0","16070400","module/nc/farm/diy/248.swf","module/nc/farm/diy/248.jpg","module/nc/farm/diy/248b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/248.swf","mapped-not-extracted"
"69","荷塘夜色背景","水墨荷塘套装","1","background","0","23088","55","44","165","2592000","module/nc/farm/diy/69.swf","module/nc/farm/diy/69.jpg","module/nc/farm/diy/69b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/69.swf","mapped-not-extracted"
"70","两楼小屋","水墨荷塘套装","2","house","0","15999","38","30","114","2592000","module/nc/farm/diy/70.swf","module/nc/farm/diy/70.jpg","module/nc/farm/diy/70b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/70.swf","mapped-not-extracted"
"71","石柱栅栏","水墨荷塘套装","3","fence","0","9588","23","18","69","2592000","module/nc/farm/diy/71.swf","module/nc/farm/diy/71.jpg","module/nc/farm/diy/71b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/71.swf","mapped-not-extracted"
"72","复古狗窝","水墨荷塘套装","4","doghouse","0","7688","18","15","55","2592000","module/nc/farm/diy/72.swf","module/nc/farm/diy/72.jpg","module/nc/farm/diy/72b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/72.swf","mapped-not-extracted"
"408","桃花源记","桃花源记","1","background","0","14499","50","40","288","2592000","module/nc/farm/diy/408.swf","module/nc/farm/diy/408.jpg","module/nc/farm/diy/408b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/408.swf","mapped-not-extracted"
"409","桃花小屋","桃花源记","2","house","0","10099","40","32","200","2592000","module/nc/farm/diy/409.swf","module/nc/farm/diy/409.jpg","module/nc/farm/diy/409b.jpg","","3","complete-swf","","extract-swf","deferred-validation","module/nc/farm/diy/409.swf","mapped-not-extracted"
"410","桃花围墙","桃花源记","3","fence","0","5989","25","20","120","2592000","module/nc/farm/diy/410.swf","module/nc/farm/diy/410.jpg","module/nc/farm/diy/410b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/410.swf","mapped-not-extracted"
"411","桃花狗窝","桃花源记","4","doghouse","0","5899","20","16","96","2592000","module/nc/farm/diy/411.swf","module/nc/farm/diy/411.jpg","module/nc/farm/diy/411b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/411.swf","mapped-not-extracted"
"412","星际地面","天外来客","1","background","0","14499","50","40","288","2592000","module/nc/farm/diy/412.swf","module/nc/farm/diy/412.jpg","module/nc/farm/diy/412b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/412.swf","mapped-not-extracted"
"413","天外来客","天外来客","2","house","0","10099","40","32","200","2592000","module/nc/farm/diy/413.swf","module/nc/farm/diy/413.jpg","module/nc/farm/diy/413b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/413.swf","mapped-not-extracted"
"414","外星栅栏","天外来客","3","fence","0","5989","25","20","120","2592000","module/nc/farm/diy/414.swf","module/nc/farm/diy/414.jpg","module/nc/farm/diy/414b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/414.swf","mapped-not-extracted"
"415","蛋壳狗窝","天外来客","4","doghouse","0","5899","20","16","96","2592000","module/nc/farm/diy/415.swf","module/nc/farm/diy/415.jpg","module/nc/farm/diy/415b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/415.swf","mapped-not-extracted"
"85","甜心广场背景","甜心农场套装","1","background","0","23088","55","44","165","2592000","module/nc/farm/diy/85.swf","module/nc/farm/diy/85.jpg","module/nc/farm/diy/85b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/85.swf","mapped-not-extracted"
"86","糖果小屋","甜心农场套装","2","house","0","15999","38","30","114","2592000","module/nc/farm/diy/86.swf","module/nc/farm/diy/86.jpg","module/nc/farm/diy/86b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/86.swf","mapped-not-extracted"
"87","棒棒糖栅栏","甜心农场套装","3","fence","0","9588","23","18","69","2592000","module/nc/farm/diy/87.swf","module/nc/farm/diy/87.jpg","module/nc/farm/diy/87b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/87.swf","mapped-not-extracted"
"88","甜点狗窝","甜心农场套装","4","doghouse","0","7688","18","15","55","2592000","module/nc/farm/diy/88.swf","module/nc/farm/diy/88.jpg","module/nc/farm/diy/88b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/88.swf","mapped-not-extracted"
"31","夏日海滩","夏日海滩","1","background","0","16499","35","25","188","2592000","","module/nc/farm/diy/31.jpg","module/nc/farm/diy/31b.jpg","module/nc/farm/diy/31f.jpg","3","full-image-fallback","","use-full-image","default","module/nc/farm/diy/31f.jpg","mapped-not-extracted"
"32","海滩别墅","夏日海滩","2","house","0","13599","30","28","140","2592000","module/nc/farm/diy/32.swf","module/nc/farm/diy/32.jpg","module/nc/farm/diy/32b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/32.swf","mapped-not-extracted"
"33","海滩栅栏","夏日海滩","3","fence","0","12089","15","10","60","2592000","module/nc/farm/diy/33.swf","module/nc/farm/diy/33.jpg","module/nc/farm/diy/33b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/33.swf","mapped-not-extracted"
"34","海滩狗窝","夏日海滩","4","doghouse","0","11099","15","10","40","2592000","module/nc/farm/diy/34.swf","module/nc/farm/diy/34.jpg","module/nc/farm/diy/34b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/34.swf","mapped-not-extracted"
"61","仙踪林背景","仙踪林套装","1","background","0","23088","55","44","165","2592000","module/nc/farm/diy/61.swf","module/nc/farm/diy/61.jpg","module/nc/farm/diy/61b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/61.swf","mapped-not-extracted"
"62","豪华别墅","仙踪林套装","2","house","0","15999","38","30","114","2592000","module/nc/farm/diy/62.swf","module/nc/farm/diy/62.jpg","module/nc/farm/diy/62b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/62.swf","mapped-not-extracted"
"63","木制栅栏","仙踪林套装","3","fence","0","9588","23","18","69","2592000","module/nc/farm/diy/63.swf","module/nc/farm/diy/63.jpg","module/nc/farm/diy/63b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/63.swf","mapped-not-extracted"
"64","豪华狗窝","仙踪林套装","4","doghouse","0","7688","18","15","55","2592000","module/nc/farm/diy/64.swf","module/nc/farm/diy/64.jpg","module/nc/farm/diy/64b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/64.swf","mapped-not-extracted"
"93","厮守终生背景","相爱永远套装","1","background","0","23000","55","44","165","2592000","module/nc/farm/diy/93.swf","module/nc/farm/diy/93.jpg","module/nc/farm/diy/93b.jpg","","3","complete-swf","","extract-swf","deferred-validation","module/nc/farm/diy/93.swf","mapped-not-extracted"
"94","浪漫满屋","相爱永远套装","2","house","0","17499","38","30","114","2592000","module/nc/farm/diy/94.swf","module/nc/farm/diy/94.jpg","module/nc/farm/diy/94b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/94.swf","mapped-not-extracted"
"95","浪漫栅栏","相爱永远套装","3","fence","0","9256","23","18","69","2592000","module/nc/farm/diy/95.swf","module/nc/farm/diy/95.jpg","module/nc/farm/diy/95b.jpg","","3","complete-swf","source-files-reused-by-402","extract-swf","default","module/nc/farm/diy/95.swf","mapped-not-extracted"
"96","粉色狗窝","相爱永远套装","4","doghouse","0","6888","18","15","55","2592000","module/nc/farm/diy/96.swf","module/nc/farm/diy/96.jpg","module/nc/farm/diy/96b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/96.swf","mapped-not-extracted"
"225","乡间小路","小镇风情套装","1","background","0","24503","55","44","165","2592000","module/nc/farm/diy/225.swf","module/nc/farm/diy/225.jpg","module/nc/farm/diy/225b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/225.swf","mapped-not-extracted"
"226","烟囱小屋","小镇风情套装","2","house","0","16879","38","30","114","2592000","module/nc/farm/diy/226.swf","module/nc/farm/diy/226.jpg","module/nc/farm/diy/226b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/226.swf","mapped-not-extracted"
"227","休闲躺椅","小镇风情套装","3","fence","0","9452","23","18","69","2592000","module/nc/farm/diy/227.swf","module/nc/farm/diy/227.jpg","module/nc/farm/diy/227b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/227.swf","mapped-not-extracted"
"228","黑瓦狗窝","小镇风情套装","4","doghouse","0","7538","18","15","55","2592000","module/nc/farm/diy/228.swf","module/nc/farm/diy/228.jpg","module/nc/farm/diy/228b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/228.swf","mapped-not-extracted"
"209","入学啦背景","校友套装","1","background","0","23088","55","44","120","2592000","module/nc/farm/diy/209.swf","module/nc/farm/diy/209.jpg","module/nc/farm/diy/209b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/209.swf","mapped-not-extracted"
"210","校友教学楼","校友套装","2","house","0","15999","38","30","114","2592000","module/nc/farm/diy/210.swf","module/nc/farm/diy/210.jpg","module/nc/farm/diy/210b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/210.swf","mapped-not-extracted"
"211","红旗飘飘","校友套装","3","fence","0","9588","23","18","69","2592000","module/nc/farm/diy/211.swf","module/nc/farm/diy/211.jpg","module/nc/farm/diy/211b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/211.swf","mapped-not-extracted"
"212","门卫室","校友套装","4","doghouse","0","72128","18","15","55","2592000","module/nc/farm/diy/212.swf","module/nc/farm/diy/212.jpg","module/nc/farm/diy/212b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/212.swf","mapped-not-extracted"
"273","心相印背景","心心相印套装","1","background","0","25268","55","44","165","2592000","module/nc/farm/diy/273.swf","module/nc/farm/diy/273.jpg","module/nc/farm/diy/273b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/273.swf","mapped-not-extracted"
"274","心相印大屋","心心相印套装","2","house","0","16299","38","30","114","2592000","module/nc/farm/diy/274.swf","module/nc/farm/diy/274.jpg","module/nc/farm/diy/274b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/274.swf","mapped-not-extracted"
"275","心相印围栏","心心相印套装","3","fence","0","9108","23","18","69","2592000","module/nc/farm/diy/275.swf","module/nc/farm/diy/275.jpg","module/nc/farm/diy/275b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/275.swf","mapped-not-extracted"
"276","心相印狗窝","心心相印套装","4","doghouse","0","7856","18","15","55","2592000","module/nc/farm/diy/276.swf","module/nc/farm/diy/276.jpg","module/nc/farm/diy/276b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/276.swf","mapped-not-extracted"
"26","新年快乐","新年快乐","1","background","0","14499","50","40","288","2592000","","module/nc/farm/diy/26.jpg","module/nc/farm/diy/26b.jpg","module/nc/farm/diy/26f.jpg","3","full-image-fallback","","use-full-image","default","module/nc/farm/diy/26f.jpg","mapped-not-extracted"
"400","新年快乐","新年快乐","1","background","0","14499","50","40","288","2592000","module/nc/farm/diy/400.swf","module/nc/farm/diy/400.jpg","module/nc/farm/diy/400b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/400.swf","mapped-not-extracted"
"27","新年小屋","新年快乐","2","house","0","10099","40","32","200","2592000","module/nc/farm/diy/27.swf","module/nc/farm/diy/27.jpg","module/nc/farm/diy/27b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/27.swf","mapped-not-extracted"
"401","新年小屋","新年快乐","2","house","0","10099","40","32","200","2592000","module/nc/farm/diy/401.swf","module/nc/farm/diy/401.jpg","module/nc/farm/diy/401b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/401.swf","mapped-not-extracted"
"28","新年围墙","新年快乐","3","fence","0","5989","25","20","120","2592000","module/nc/farm/diy/28.swf","module/nc/farm/diy/28.jpg","module/nc/farm/diy/28b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/28.swf","mapped-not-extracted"
"402","新年围墙","新年快乐","3","fence","0","5989","25","20","120","2592000","module/nc/farm/diy/402.swf","module/nc/farm/diy/402.jpg","module/nc/farm/diy/402b.jpg","","3","complete-swf","conflicts-with-config-name-duplicates-95","blocked-conflicting-source","excluded","","mapped-not-extracted"
"29","新年狗窝","新年快乐","4","doghouse","0","5899","20","16","96","2592000","module/nc/farm/diy/29.swf","module/nc/farm/diy/29.jpg","module/nc/farm/diy/29b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/29.swf","mapped-not-extracted"
"403","新年狗窝","新年快乐","4","doghouse","0","5899","20","16","96","2592000","module/nc/farm/diy/403.swf","module/nc/farm/diy/403.jpg","module/nc/farm/diy/403b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/403.swf","mapped-not-extracted"
"241","新年快乐背景","新年快乐套装","1","background","0","1","0","0","0","16070400","module/nc/farm/diy/241.swf","module/nc/farm/diy/241.jpg","module/nc/farm/diy/241b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/241.swf","mapped-not-extracted"
"242","春雪小屋","新年快乐套装","2","house","0","1","0","0","0","16070400","module/nc/farm/diy/242.swf","module/nc/farm/diy/242.jpg","module/nc/farm/diy/242b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/242.swf","mapped-not-extracted"
"243","春雪红栏","新年快乐套装","3","fence","0","1","0","0","0","16070400","module/nc/farm/diy/243.swf","module/nc/farm/diy/243.jpg","module/nc/farm/diy/243b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/243.swf","mapped-not-extracted"
"244","春雪小窝","新年快乐套装","4","doghouse","0","1","0","0","0","16070400","module/nc/farm/diy/244.swf","module/nc/farm/diy/244.jpg","module/nc/farm/diy/244b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/244.swf","mapped-not-extracted"
"257","熊猫宝贝背景","熊猫宝贝套装","1","background","0","25268","55","44","165","2592000","module/nc/farm/diy/257.swf","module/nc/farm/diy/257.jpg","module/nc/farm/diy/257b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/257.swf","mapped-not-extracted"
"258","熊猫宝贝大屋","熊猫宝贝套装","2","house","0","16299","38","30","114","2592000","module/nc/farm/diy/258.swf","module/nc/farm/diy/258.jpg","module/nc/farm/diy/258b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/258.swf","mapped-not-extracted"
"259","熊猫宝贝红栏","熊猫宝贝套装","3","fence","0","9108","23","18","69","2592000","module/nc/farm/diy/259.swf","module/nc/farm/diy/259.jpg","module/nc/farm/diy/259b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/259.swf","mapped-not-extracted"
"260","熊猫宝贝狗窝","熊猫宝贝套装","4","doghouse","0","7856","18","15","55","2592000","module/nc/farm/diy/260.swf","module/nc/farm/diy/260.jpg","module/nc/farm/diy/260b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/260.swf","mapped-not-extracted"
"81","大自然背景","熊猫套装","1","background","0","23088","55","44","165","2592000","module/nc/farm/diy/81.swf","module/nc/farm/diy/81.jpg","module/nc/farm/diy/81b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/81.swf","mapped-not-extracted"
"82","树制小屋","熊猫套装","2","house","0","15999","38","30","114","2592000","module/nc/farm/diy/82.swf","module/nc/farm/diy/82.jpg","module/nc/farm/diy/82b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/82.swf","mapped-not-extracted"
"83","木制栅栏","熊猫套装","3","fence","0","9588","23","18","69","2592000","module/nc/farm/diy/83.swf","module/nc/farm/diy/83.jpg","module/nc/farm/diy/83b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/83.swf","mapped-not-extracted"
"84","树桩狗窝","熊猫套装","4","doghouse","0","7688","18","15","55","2592000","module/nc/farm/diy/84.swf","module/nc/farm/diy/84.jpg","module/nc/farm/diy/84b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/84.swf","mapped-not-extracted"
"416","冰天雪地","雪山飞狐","1","background","0","14499","50","40","288","2592000","module/nc/farm/diy/416.swf","module/nc/farm/diy/416.jpg","module/nc/farm/diy/416b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/416.swf","mapped-not-extracted"
"417","雪原小屋","雪山飞狐","2","house","0","10099","40","32","200","2592000","module/nc/farm/diy/417.swf","module/nc/farm/diy/417.jpg","module/nc/farm/diy/417b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/417.swf","mapped-not-extracted"
"418","木质栅栏","雪山飞狐","3","fence","0","5989","25","20","120","2592000","module/nc/farm/diy/418.swf","module/nc/farm/diy/418.jpg","module/nc/farm/diy/418b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/418.swf","mapped-not-extracted"
"419","别墅狗窝","雪山飞狐","4","doghouse","0","5899","20","16","96","2592000","module/nc/farm/diy/419.swf","module/nc/farm/diy/419.jpg","module/nc/farm/diy/419b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/419.swf","mapped-not-extracted"
"73","月光狂想背景","月光狂想背景","1","background","0","25888","57","46","199","2592000","module/nc/farm/diy/73.swf","module/nc/farm/diy/73.jpg","module/nc/farm/diy/73b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/73.swf","mapped-not-extracted"
"75","月下连桩","月下连桩","3","fence","0","10888","24","19","83","2592000","module/nc/farm/diy/75.swf","module/nc/farm/diy/75.jpg","module/nc/farm/diy/75b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/75.swf","mapped-not-extracted"
"277","QQ返利背景","QQ返利套装","1","background","0","1","0","0","0","16070400","module/nc/farm/diy/277.swf","module/nc/farm/diy/277.jpg","module/nc/farm/diy/277b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/277.swf","mapped-not-extracted"
"278","QQ返利小屋","QQ返利套装","2","house","0","1","0","0","0","16070400","module/nc/farm/diy/278.swf","module/nc/farm/diy/278.jpg","module/nc/farm/diy/278b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/278.swf","mapped-not-extracted"
"279","QQ返利围栏","QQ返利套装","3","fence","0","1","0","0","0","16070400","module/nc/farm/diy/279.swf","module/nc/farm/diy/279.jpg","module/nc/farm/diy/279b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/279.swf","mapped-not-extracted"
"280","QQ返利狗窝","QQ返利套装","4","doghouse","0","1","0","0","0","16070400","module/nc/farm/diy/280.swf","module/nc/farm/diy/280.jpg","module/nc/farm/diy/280b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/280.swf","mapped-not-extracted"
