"source_id","name","set_name","item_type","item_type_name","extraction_policy","integration_policy","selected_source_kind","source_origin_file","source_origin_sha256","source_export_file","source_export_sha256","width","height","visible_pixels","visible_x","visible_y","visible_width","visible_height","swf_display_rect","swf_content_outline_rect","preview_file","preview_sha256","thumbnail_file","thumbnail_sha256","known_issue","automated_status","visual_review_status"
"60","贝鲁特犬舍","地中海套装","4","doghouse","extract-swf","default","swf-content-frame","module/nc/farm/diy/60.swf","cbb2173641df04244d62d5d9ad9d98463d1ae8de8dac0531ea906f249fcff18b","content-frame/60.swf.png","0cbec6b948d78fa6310debc73e83f6424e61ee1911ccf43c0c5c2c1c3357ae92","76","75","4418","1","1","75","73","0,0,11000,8000","528.0,-1007.6381181989398,1477.2210540771484,1446.3870500837054","module/nc/farm/diy/60.jpg","5b3d5efe6efdfefd93e4ab9eef1f55d52ebf56caad1b13fe9c943605521919d0","module/nc/farm/diy/60b.jpg","af70a265d180fec5b9d6497ce530e7cbdf1e87d5b7a19b5e960180564af08e37","","ready-for-visual-review","reviewed-ok"
"61","仙踪林背景","仙踪林套装","1","background","extract-swf","default","swf-stage-frame","module/nc/farm/diy/61.swf","813e74f6c1b7de060d5d7c94825d68cf9f989588a2447a6bbdb2559609fc586c","stage-frame/61.swf/1.png","5bac23c13b736e0aa45810ee50e816d8e627f24ecd41f907d628aec594ebf195","1024","768","785408","0","1","1024","767","0,0,20480,15360","0.0,10.0,20800.0,15360.0","module/nc/farm/diy/61.jpg","0cd53b091e370237b244643749063c605b8741ca8caba30b56fe8650a6a5c257","module/nc/farm/diy/61b.jpg","9613c2b7587bf1ae25999fef1d03cc4b868d5241122808977b7a520cd7341e67","","ready-for-visual-review","reviewed-ok"
"62","豪华别墅","仙踪林套装","2","house","extract-swf","default","swf-content-frame","module/nc/farm/diy/62.swf","93bea12c2de8b23cb935604d6bb9d0597f50f535c96cab2bfdf79c330b4b492e","content-frame/62.swf.png","d2912b033e66db6e15eb6abe0c228b004e846e57688d52559dfa4591f2fb9962","331","217","47723","7","4","319","211","0,0,11000,8000","-984.0,-2314.0,6577.152099609375,4289.447021484375","module/nc/farm/diy/62.jpg","b0c4e5d9ad931becc85da8e4e1e72d963573ccc991d2cb99ba276efbc4c6c60a","module/nc/farm/diy/62b.jpg","302e7cc40e96e8c70a77323aaa16567ff8a2030f8ab04d663fe1cad86dbb2a36","","ready-for-visual-review","reviewed-ok"
"63","木制栅栏","仙踪林套装","3","fence","extract-swf","default","swf-content-frame","module/nc/farm/diy/63.swf","e83fb3977c3352a62c89d2f2305b237aacf4d63f0a1734993403fd0bfe906da7","content-frame/63.swf.png","72cfb02f99f9c5d7a084d4b5c47f5c0a2e64dbc9430189dd03d6e5e5c62c04b1","531","155","2776","1","1","528","152","0,0,11000,8000","73.8583984375,-96.44874726183916,10566.1416015625,3040.4487472618393","module/nc/farm/diy/63.jpg","14307115f9e3b716f28b46f51f24f1df5b975f151623e71cf199233f6f27aaf1","module/nc/farm/diy/63b.jpg","1efd33b699faf3bcb059e11e89609c2b321a31fcef91b475cc143b0b7f27e8a4","","ready-for-visual-review","reviewed-ok"
"64","豪华狗窝","仙踪林套装","4","doghouse","extract-swf","default","swf-content-frame","module/nc/farm/diy/64.swf","2571d5799bece5decbddbfd7e669544d1e47e25d83eea3498b5feae11adb29aa","content-frame/64.swf.png","21bc875e62dfd0206ff4493532be5761cb07f0ffa01b27af046e1a47866bfa4e","70","60","2144","9","4","54","52","0,0,11000,8000","-201.0,-665.0,1340.0039672851562,1148.5748291015625","module/nc/farm/diy/64.jpg","02385743d99244a35bc23741a3390e7a9429e725403d56d09ffb8a8d5047a4c1","module/nc/farm/diy/64b.jpg","6c7b7a77d75e3ada4dc29412c519245b5740a5e0c447edbc10b0d38ddcb6fa98","","ready-for-visual-review","reviewed-ok"
"65","水果熟啦背景","入秋套装","1","background","extract-swf","default","swf-stage-frame","module/nc/farm/diy/65.swf","b434e5a90eedb1186c1ed8b2ddde42d045d5d5aa49febac0b5620e545049c770","stage-frame/65.swf/1.png","c1b2ed30ad63cd63dd2391feb80a7a47d9b676e892c820212482b3dea17b1ff1","1024","768","786432","0","0","1024","768","0,0,20480,15360","0.0,0.0,20720.0,16060.0","module/nc/farm/diy/65.jpg","1f827f33288265d8f95b4aa81a90cf46e9dc8d71e5a44897ad6baf9941aece7c","module/nc/farm/diy/65b.jpg","0c121ab0139822dc8de23884ecfb4411779a5b04768f9ef18bc5c859f04afa26","","ready-for-visual-review","reviewed-ok"
"66","动漫小屋","入秋套装","2","house","extract-swf","deferred-validation","swf-content-frame","module/nc/farm/diy/66.swf","e6f24249cf5d92e4dc6b5db788e573f09851630dead9fd4f499daa8d18aef506","content-frame/66.swf.png","691f612509447cc083a656538db4956902b233fe211308c755fa209854bcf5e9","274","231","30794","1","1","272","229","0,0,20480,15360","-74.0,-3161.4825174825173,5432.0,4565.482517482517","module/nc/farm/diy/66.jpg","50766c1dbd5718bd18075255c4a32dbc118e3aa78c6f051c8f123c1ab2682adf","module/nc/farm/diy/66b.jpg","5faeea0fdf0b6223eda18d9a71a52cb57ac8c18c344a1f3ba2b7521646bc43a9","","ready-for-visual-review","reviewed-with-note"
"67","铅笔栅栏","入秋套装","3","fence","extract-swf","default","swf-content-frame","module/nc/farm/diy/67.swf","0f180ceb879e5a09aacbdae2215bd4456de43811459fdee1cd860a9c1615735d","content-frame/67.swf.png","5f91c870a9f81739859cc0462ffcac6380662351191f5d00b7c96d84dc5fd3c2","534","232","17529","1","1","532","230","0,0,20480,15360","-160.0,-120.0,10632.0,4584.0","module/nc/farm/diy/67.jpg","aa12dc48516f5e68bf8559562a30f34f0f7bfd6d07943a47bc50e701f7c40ba4","module/nc/farm/diy/67b.jpg","b8e9472a1a891e10652f4ac64de9c10d6e0c45d18b78cd99362c3b914db0f15f","","ready-for-visual-review","reviewed-ok"
"68","可爱狗窝","入秋套装","4","doghouse","extract-swf","default","swf-content-frame","module/nc/farm/diy/68.swf","907444df37a44e2b3f8d118038c8da64b57ce19a9427de12cf749429c7821d2a","content-frame/68.swf.png","c84180318b224adb3eacf2a74040c3c9b908d6b4d6b972947e9c9ad37b6962b1","99","76","4063","1","1","97","73","0,0,20480,15360","-80.04545454545455,-950.0,1927.0676767676766,1460.0526315789473","module/nc/farm/diy/68.jpg","b014423eda8a621c097cd78acf5ed501577d91906c85ea80490da794a12d5ce3","module/nc/farm/diy/68b.jpg","4d7c943b37454174976f70ab99e025e27f1afab5e679d3ee845994f43c25b9bf","","ready-for-visual-review","reviewed-ok"
"69","荷塘夜色背景","水墨荷塘套装","1","background","extract-swf","default","swf-stage-frame","module/nc/farm/diy/69.swf","b75b6c29a19c25e99502955000eb33d001b8ba80baa3277f83a32c803450ecbd","stage-frame/69.swf/1.png","bea187900bf7636a0f07ca5a580eda8ed188a7791fdd21b3a9de57f2920c984b","1024","786","804864","0","0","1024","786","0,0,20480,15720","0.0,9.0,20480.0,15720.0","module/nc/farm/diy/69.jpg","ca5898965b0a5e87a6d6324d050a175c5fdcab7f0062de93edbcbcb6020ac523","module/nc/farm/diy/69b.jpg","1f06a82c6ef79e4ae1d7ebcbe7b996380a8d7b5c12265d0a3cbd9d7d9b3df719","","ready-for-visual-review","reviewed-ok"
"70","两楼小屋","水墨荷塘套装","2","house","extract-swf","default","swf-content-frame","module/nc/farm/diy/70.swf","9acfb5d62b14d6bbff4035c718d8a6dc8f84f03aeedd5acb88531ed38e6f9148","content-frame/70.swf.png","d5ca7b0c8285739e4f1cbc4d9c929dfae1bd762547e83807e09cd04610008bbf","257","258","46506","1","3","255","253","0,0,20480,15360","360.0,-1961.0,5099.0,5119.0","module/nc/farm/diy/70.jpg","40b2d7125413202fd4cfa8e93b9dfa7ae5437bdf40a5a60fa60a207662bc8231","module/nc/farm/diy/70b.jpg","b26e87b67e3b8f99f7e909449b5db97425de3cc0209bfa5cc5faf47e1123e194","","ready-for-visual-review","reviewed-ok"
"71","石柱栅栏","水墨荷塘套装","3","fence","extract-swf","default","swf-content-frame","module/nc/farm/diy/71.swf","f9e72f8a14f4502e0597b217a226ca7b4588e5ac7ed181f63b87bf0ed14aca38","content-frame/71.swf.png","84933502104e7d11e4b3ecafcbec425ebd55dcbebc20a9f9b4b927576ffa66ee","581","219","9528","1","1","579","217","0,0,20480,15360","-270.1109313964844,581.0535125732422,11570.170288085938,4330.946487426758","module/nc/farm/diy/71.jpg","2c091e34fe702d791071719eab6bf52c511ffb9878832257ec29f02463afa520","module/nc/farm/diy/71b.jpg","7d381f99a7b4f9594b590f666b18f98307f2c7d56f7ab0a17ca43eca5d94e0bf","","ready-for-visual-review","reviewed-ok"
"72","复古狗窝","水墨荷塘套装","4","doghouse","extract-swf","default","swf-content-frame","module/nc/farm/diy/72.swf","0a376d42ca6eb3d932251b1d80509685438dab32654e55c1f688a8d572caf9dc","content-frame/72.swf.png","a7596430be46cc76799e681e60868c443d1bd3c49524170dea114cc67f00eb2e","84","82","4164","1","1","80","80","0,0,20480,15360","98.68682861328125,-1355.0,1632.61962890625,1596.5482482910156","module/nc/farm/diy/72.jpg","4bbc4e45730e7bc091fbcf92911f330660d61d3b3a706660afc2bbde8005adcc","module/nc/farm/diy/72b.jpg","c301972de2d2da187db07a9edb4da6f0bcbfb6d143586af9424c54d9d1e022d3","","ready-for-visual-review","reviewed-ok"
"73","月光狂想背景","月光狂想背景","1","background","extract-swf","default","swf-stage-frame","module/nc/farm/diy/73.swf","84b1ebc1b6f93faec0aaa1700892fb7bc39afb09c1cfba20cf1bbd0756ab5d5d","stage-frame/73.swf/1.png","64991285197c20e98f4dd9ee9bb9f9d3b74e0449d3ede66404c79d944197b3fa","1024","768","786432","0","0","1024","768","0,0,20480,15360","9.0,0.0,20480.0,15360.0","module/nc/farm/diy/73.jpg","d7107d116923b8ce6ae5fcee4761903b15a1f2359430c93266a82f86242718b4","module/nc/farm/diy/73b.jpg","fc946950ad1237c8fcb75e49906c014143fbbde37e84f6a03c99dc571f7d20ff","","ready-for-visual-review","reviewed-ok"
"74","精灵小屋","精灵小屋","2","house","extract-swf","default","swf-content-frame","module/nc/farm/diy/74.swf","721b9b6e6fbfcc8c662d47148a1332d8accf12932f2d2cf971b1c77f78c66b39","content-frame/74.swf.png","75997fea2553bfd9a42958a6f840aefb60787ddfddb92f8f4c2a787e79c24f25","287","281","36720","1","1","285","279","0,0,20480,15360","686.0,-2446.0,5684.0,5572.686630249023","module/nc/farm/diy/74.jpg","e8d7f71d34c07d16d4416fa3f5e60b141157db5eab1a9b74d97860a5bbb8e9f2","module/nc/farm/diy/74b.jpg","8af3275df2dfae91d7add5db880341a612f31ba8f8c143b61579afe63d22404f","","ready-for-visual-review","reviewed-ok"
"75","月下连桩","月下连桩","3","fence","extract-swf","default","swf-content-frame","module/nc/farm/diy/75.swf","997885ac9d820667fa886fcba4e977aefa0727575d9274893dc0373156ed4511","content-frame/75.swf.png","ad55e0d52e9d3a68866a1ff33ab00445bc8acba50ba8e95d0c41ffd2b423802a","570","241","10820","1","1","568","239","0,0,20480,15360","-518.4083700124174,213.8519928175956,11350.767558556981,4762.420256992005","module/nc/farm/diy/75.jpg","bb4d73ff55cc5841a729751a43bf53f523741811c16cc267b924fe8cb9c8bf8d","module/nc/farm/diy/75b.jpg","a7a2c8ef8bc3155a3b8181d7ea188063e74e4b4fccbcf5e97b1f8a43181790b9","","ready-for-visual-review","reviewed-ok"
"76","光影狗窝","光影狗窝","4","doghouse","extract-swf","deferred-validation","swf-content-frame","module/nc/farm/diy/76.swf","af3de8adf060bca3391298561b8a3702ad325a400a1422896d9be926b30d2fb6","content-frame/76.swf.png","9e31680fbeb5dd463196d3de4aef5325dded1e3b9ce3ff0a569170c73dbb0396","146","98","5232","1","1","144","96","0,0,20480,15360","280.0,-1180.0,2880.0,1920.0","module/nc/farm/diy/76.jpg","e241c73012f2aef3829f90bdcdd326ed59d98d9104ed7d9de7f310acc0344afd","module/nc/farm/diy/76b.jpg","d9691304b4b11bad0e5853cfc984b9e41366d7fe5b78d55eac64f1cc7fb90af4","","ready-for-visual-review","reviewed-with-note"
"77","操场背景","回归学校套装","1","background","extract-swf","default","swf-stage-frame","module/nc/farm/diy/77.swf","bbd5d29793766fa244178ff06532b01eaabbf7d66a49e3e39d9b279b700ba25b","stage-frame/77.swf/1.png","b6c96fb2dd2bb7327a58e0c8ddd18b3ec6ecbdefdc81bda3e57a97f7bd59ad0b","1036","803","830148","0","1","1036","802","0,0,20720,16060","-582.7734660211011,18.0,21708.237661477844,17188.554914054224","module/nc/farm/diy/77.jpg","829e69a271529cd8c14b4feb0ab2e13b0d7487a2fda03324ee518e070d1d3b73","module/nc/farm/diy/77b.jpg","625965137af8f8c3ccb69dea885cd9483ae8b6a45f56d8e8ad08843dba8a7796","","ready-for-visual-review","reviewed-ok"
"78","教学大楼","回归学校套装","2","house","extract-swf","default","swf-content-frame","module/nc/farm/diy/78.swf","b6c21e311ca9988df72945719f66ed8c20f30308ad401705bd8af0a2dbd3e344","content-frame/78.swf.png","c9acbedbf89a599a098917cdf5dd30bb06813e656ba6240a61708225ae351fab","166","157","19111","1","1","164","155","0,0,3280,3100","1191.0,-1230.0,3279.0,3099.0","module/nc/farm/diy/78.jpg","13dded638a0c319866208523ad932ceb1b50780d26edc1a6b7419f8b46431f79","module/nc/farm/diy/78b.jpg","49477dc6a82cf384ac497b187001e8015a453b29a3aeb60991b151f8de8748cb","","ready-for-visual-review","reviewed-ok"
"79","树木栅栏","回归学校套装","3","fence","extract-swf","default","swf-content-frame","module/nc/farm/diy/79.swf","6d8ddac5444ae1af83c69e0385294777d84a1d8247969dfaa02af74bae048e28","content-frame/79.swf.png","b6319abe5b0b3914e7147a054d8fdb4056c0bf6be5be04a503a1f16c6cba2560","488","224","11512","1","1","486","222","0,0,11200,4600","1449.57035415237,-510.1219476193798,9717.0246928447,4425.91540465063","module/nc/farm/diy/79.jpg","78da0ba34ab344a31c056a5bfbb560867b18cfe20011181b75ede0763386bde3","module/nc/farm/diy/79b.jpg","fbf29faeda3ed660b911fe486bac3047a3c28a24e67a3ff8151a9f2a87e38af1","","ready-for-visual-review","reviewed-ok"
"80","平顶狗窝","回归学校套装","4","doghouse","extract-swf","default","swf-content-frame","module/nc/farm/diy/80.swf","d308de815c85d38927dd0a7cbe30affa1871a8961b53a880bd9ced1e89cc7eae","content-frame/80.swf.png","fb00e20c16f1451ead8a2941809d08faf8c2ab8317dd54bc6f7b355988fa65b4","63","57","2529","1","1","61","55","0,0,1800,1400","543.0,-171.0,1208.0,1087.0","module/nc/farm/diy/80.jpg","a965e9bd58abda2b104fc5190c02ae5111eb988563723c25eb39134ae3cc6702","module/nc/farm/diy/80b.jpg","c9cb05c3cb4846de246c09276561c0b8003f00b12b4024cc72d7986b87417550","","ready-for-visual-review","reviewed-ok"
"81","大自然背景","熊猫套装","1","background","extract-swf","default","swf-stage-frame","module/nc/farm/diy/81.swf","7cd4104f5b8eaa804e074f32a7affa556d7ce9164825f07d81c18ac07767faa4","stage-frame/81.swf/1.png","e2a8b99037d54baa42d9af849f4e0fce84a112a0cdff95daa3a472965052433b","1036","803","831908","0","0","1036","803","0,0,20720,16060","0.0,0.0,20720.0,16060.0","module/nc/farm/diy/81.jpg","af9b3842f8a7a64f458f038a4064ef22209181a50d1e117706670ecb890493fd","module/nc/farm/diy/81b.jpg","788d9f3383d6fd32df165e9dee89924c9241ee24e947e944dee064720b8f8e5b","","ready-for-visual-review","reviewed-ok"
"82","树制小屋","熊猫套装","2","house","extract-swf","default","swf-content-frame","module/nc/farm/diy/82.swf","a14953fc1f8b24be573552295510a7ea7c275d9d2bb5468a9e4efe7a7a3af24c","content-frame/82.swf.png","522d6afe786cc876358c8e13f2c7f93e9946c209c2420e8e741e86d5d6ab637b","166","157","18706","1","1","164","155","0,0,3280,3100","1175.110294117647,-1886.0,3278.049705882353,3098.0","module/nc/farm/diy/82.jpg","c7ccbe1bc396b596e013a32c6fe6e45e6f12bfb54050a6173cdd49fd293134c4","module/nc/farm/diy/82b.jpg","cf4788eb13c863dfbd0c5aa7e789369d15a29bd6d82bd2cde89719b1d874e0c0","","ready-for-visual-review","reviewed-ok"
"83","木制栅栏","熊猫套装","3","fence","extract-swf","default","swf-content-frame","module/nc/farm/diy/83.swf","73b1d1293ab11db05f70080316287666434a13c4a126d5d1c8dd7d9ee5be2024","content-frame/83.swf.png","14ef311f41adc5390f349ff2777b288a7f63a44a657d4e2df9e9e38f42c4cb61","556","232","10947","1","1","554","230","0,0,11200,4600","6.40869140625E-4,-54.0,11076.396453857422,4587.7396240234375","module/nc/farm/diy/83.jpg","b9a387e0791399399a7f02dc6b6b7f1aa191cff18cb735c349e62b38525dc328","module/nc/farm/diy/83b.jpg","cd8a02debe5875002735884cc567889cb0fd7275b3b7c69448c349161b404999","","ready-for-visual-review","reviewed-ok"
"84","树桩狗窝","熊猫套装","4","doghouse","extract-swf","default","swf-content-frame","module/nc/farm/diy/84.swf","a4d53b0365fe415053c44d28b42ebe61c3d4bcd5a09a98a3fc385216650d41f2","content-frame/84.swf.png","56f1856c15c61820ba57b297101b4728b8efb982220e445d495559a3ac081d34","86","70","3566","1","1","84","68","0,0,1800,1400","197.78947368421052,-685.0,1664.398932112891,1347.0","module/nc/farm/diy/84.jpg","ed1f1c29496304d3b48c1436a2e9b72efcdd1b0b03f5bc2e63d62ccb1b84ee5a","module/nc/farm/diy/84b.jpg","1bfca9769632f2af54e27e9d3d6ddb27ceda57b943dea996e2f91edb563fe93b","","ready-for-visual-review","reviewed-ok"
"85","甜心广场背景","甜心农场套装","1","background","extract-swf","default","swf-stage-frame","module/nc/farm/diy/85.swf","82afd91803ae9343e6613903c208f9d9873fd4476c0fa8c2f0a26e1d514ed460","stage-frame/85.swf/1.png","9afdd9254d657be981446f97d3f475e6b3e6d06f43305133aaf6bac15b51eb3f","1036","803","831908","0","0","1036","803","0,0,20720,16060","-820.0,0.0,21540.0,16060.0","module/nc/farm/diy/85.jpg","0efa2654f3099c80f7ff07b066733aea3ad2164e4b6a042b3286accbef4408ce","module/nc/farm/diy/85b.jpg","480a36b04399f8471cd6775907ace2399ddcec1faefa36906a9749b549688cff","","ready-for-visual-review","reviewed-ok"
"86","糖果小屋","甜心农场套装","2","house","extract-swf","default","swf-content-frame","module/nc/farm/diy/86.swf","3dce24ea5dcfd54a6e4eeffc2d1e709dcf1cd58f0b4678f2698c7dd468758b80","content-frame/86.swf.png","6aed8669e232f057a511f8763d7c801b93ee1727023e40a99e9f0253a1e89926","251","198","28490","1","1","249","196","0,0,11000,8000","-207.0,-1396.0,4980.0,3920.0","module/nc/farm/diy/86.jpg","e2babc4c6a90b629c92931c10997e0082556bae9097cd4857dd4eddfcae38ea4","module/nc/farm/diy/86b.jpg","b8c8e229d0c8fad2a403c7d4d3bcb486e7935b08a68af026186d96d395a90fb0","","ready-for-visual-review","reviewed-ok"
"87","棒棒糖栅栏","甜心农场套装","3","fence","extract-swf","default","swf-content-frame","module/nc/farm/diy/87.swf","5e269d44f3e7b84d2022b59cc2c422375330b24ba31a89c13ba901df8edb6e47","content-frame/87.swf.png","6a72c2be4d4457cca374fd4bc2be4081da0a43a6cbc5a8daa60740878f4d2e71","590","238","6629","1","1","587","236","0,0,11000,8000","-1060.0,-297.0,11758.0,4718.0","module/nc/farm/diy/87.jpg","40b62d30bd11a91e6b3c26829f5b5589d635b082683036e848a591c01fec9247","module/nc/farm/diy/87b.jpg","7067e44705bbe4ae7704fa5aa0b232ea531d89c1c8cd3e3fe4ef71f943560da0","","ready-for-visual-review","reviewed-ok"
"88","甜点狗窝","甜心农场套装","4","doghouse","extract-swf","default","swf-content-frame","module/nc/farm/diy/88.swf","14e47479cde57fbb21624a1a944e5d10f097f3ae40d250f3a972db5bca4ceb6d","content-frame/88.swf.png","6c46d498814a0df91f8e1e87e4d3d39ea6a3cbea384e69586be35976cb99e765","83","46","1579","1","1","79","43","0,0,11000,8000","460.0,-350.1607142857143,1601.0,861.1607142857142","module/nc/farm/diy/88.jpg","d9f48cc1e7893adadca03a0774c3f55527867b6d8d64e9f81b63aad50a46c96e","module/nc/farm/diy/88b.jpg","d6fb1e7333a0edef3c392c96a9c755e31cca01b249d75517bccb4adad90790b9","","ready-for-visual-review","reviewed-ok"
"89","鹊桥相间背景","浪漫七夕套装","1","background","extract-swf","deferred-validation","swf-stage-frame","module/nc/farm/diy/89.swf","955499de00e8e281bb932fda48c16e0708f801ee2344c44cb844b1b0011b81da","stage-frame/89.swf/1.png","e79c27181700626dbe66b0b0ae2637b4edd324bbfacde836d9c753b2f8780e47","1036","803","831908","0","0","1036","803","0,0,20720,16060","0.0,0.0,20720.0,16060.0","module/nc/farm/diy/89.jpg","879ae9b0bdf72a32955da919ef47d8863fdea9083503e2bbc1e45ffc94c661c1","module/nc/farm/diy/89b.jpg","a24b52c6d44a1bb41c4ff11a10395cf58bab8e0b8890faa2cefc4bb876b0926e","","ready-for-visual-review","reviewed-with-note"
"90","望月楼","浪漫七夕套装","2","house","extract-swf","default","swf-content-frame","module/nc/farm/diy/90.swf","b5d2a51e8c1b24cfb825a89c47d29c0beadc89a41fdf5ba157cd105c305179ce","content-frame/90.swf.png","48f9f7fc6bc57e34ea69489f7e99429414e2a0c32a875d59e098522a351fb2e4","182","165","15551","1","1","180","162","0,0,3280,3100","-355.0,-2250.482051282051,3598.0,3245.482051282051","module/nc/farm/diy/90.jpg","8766753d7a333df6b4bfd3e9bd270e9a9253ac573bbe90f0b007acc250572ba2","module/nc/farm/diy/90b.jpg","9017726b10c745ee37579248850c823a84ffe95fb601c01a245bf1a1866e514b","","ready-for-visual-review","reviewed-ok"
"91","矮围墙","浪漫七夕套装","3","fence","extract-swf","default","swf-content-frame","module/nc/farm/diy/91.swf","d1e8ffa7297a4838e9a4747e64770fb5fd69e16898c91c2e9226510362fa677e","content-frame/91.swf.png","16c8fc279cdcd64560fd0998268fbe2651c36445a41cb5a1d48a15b27dcfca76","584","193","31754","1","1","582","191","0,0,11200,4600","-440.0,-545.0,11632.0,3817.0","module/nc/farm/diy/91.jpg","e2c8f393394b33edc022970368b1bfb0786cb0484c27c334a54a21ff3dad93d1","module/nc/farm/diy/91b.jpg","13b607c9adcc07d449c98758c46f52dbfafdbbd1d0d9323ce43df534d5726570","","ready-for-visual-review","reviewed-ok"
"92","狗亭","浪漫七夕套装","4","doghouse","extract-swf","default","swf-content-frame","module/nc/farm/diy/92.swf","e67ecde70a9b058fb77a592e9de263471b541db8929233cd93c42c85d8da82f7","content-frame/92.swf.png","b86bcc86c0dcf8d234be7222ea45569db2781cc0b5f2d97e2416dbd1b8695884","87","76","3860","1","1","84","73","0,0,1800,1400","52.0,-1052.0,1688.0,1472.0","module/nc/farm/diy/92.jpg","8d12b74a95b9933d3649ccc4759833ac76483daa0c337429905480c54ce2b252","module/nc/farm/diy/92b.jpg","ac0ab04b3369ac9720929b156709d62c028efd59387cded382af855f0d4f0872","","ready-for-visual-review","reviewed-ok"
"93","厮守终生背景","相爱永远套装","1","background","extract-swf","deferred-validation","swf-stage-frame","module/nc/farm/diy/93.swf","3aa87ac92a0170432086aadb8551ca0278674010f9678a789fc441ea34bb8714","stage-frame/93.swf/1.png","edd5c416f5f4e0a5677cd1d90bb1201b6896b1c846e630dd19061a0cc782b5cc","1036","803","830872","0","1","1036","802","0,0,20720,16060","9.0,19.0,20720.0,16060.0","module/nc/farm/diy/93.jpg","ca25ed985cb9efe7b8a9d135eabab17725801f0b8057a7dfaa62aabf09f908fe","module/nc/farm/diy/93b.jpg","23522d4ab14d3b05e5d004d14f147f8b2dd4efc584e4c3e7ff127f3b03ea1a70","","ready-for-visual-review","reviewed-with-note"
"94","浪漫满屋","相爱永远套装","2","house","extract-swf","default","swf-content-frame","module/nc/farm/diy/94.swf","243a4c79f06f5ac5e2ca4e2a180e82e15967052799fcc1061fc78b0f385a35a2","content-frame/94.swf.png","c3b70f0d3d8b47a9fb2a486d6625d6911dfc985d33f9d61718fd3bb54672eaf3","171","204","24013","1","1","168","202","0,0,3280,3100","-44.0,-3489.0,3367.0,4035.4285714285716","module/nc/farm/diy/94.jpg","344b30b2ae0401976db880b5862a7eed628d2830a15eebd859b31c19d67d2962","module/nc/farm/diy/94b.jpg","70c81b9e001ca1b48a80e70e1a7e0289314579fd2fd67a723121ce74e7057b24","","ready-for-visual-review","reviewed-ok"
"95","浪漫栅栏","相爱永远套装","3","fence","extract-swf","default","swf-content-frame","module/nc/farm/diy/95.swf","7d55908ac26e23de74dc06983c019d011ff9111d9de377ec2e8c10436beed8f6","content-frame/95.swf.png","f246185bab5d3f32eac9580526a4c31a9a01ecb1cd5f48bdd154a644cbf2173a","561","236","13658","0","0","561","236","0,0,11200,4600","-51.85355577970806,-384.1450499572189,11173.234885634038,4673.145049957219","module/nc/farm/diy/95.jpg","f0cd6121bda74bc2b520d0174dcbba01de8ed9a62b3619f03bb5fd4b681613cf","module/nc/farm/diy/95b.jpg","08f5d4fada8c68b7eb7d6db894091391f27d84a83004fa680ea4eac97f1f55e9","source-files-reused-by-402","ready-for-visual-review","reviewed-ok"
"96","粉色狗窝","相爱永远套装","4","doghouse","extract-swf","default","swf-content-frame","module/nc/farm/diy/96.swf","7717c502ae4ce298ba44bba86b74cd941150d9a29e3c44f1344cde566cf61a02","content-frame/96.swf.png","f3897bb8055e2819527b390199e31fd262b6d7d6da928527d069df49e2720c2b","75","63","2963","1","1","73","61","0,0,1800,1400","-80.0,-769.0,1460.0,1218.0","module/nc/farm/diy/96.jpg","955d8dc22265740fd25850af5fd589aa40907cba36e9e96c9d5f109b0db76302","module/nc/farm/diy/96b.jpg","9e8cbcad7020b250c7a6088c363a925573e0461cf2fef36d46aeb98088645350","","ready-for-visual-review","reviewed-ok"
"97","狮子座背景","梦幻星空套装","1","background","extract-swf","default","swf-stage-frame","module/nc/farm/diy/97.swf","217c0d655982300b0613d93330441bb303c08a2b52542a64cdaa86df34a0d341","stage-frame/97.swf/1.png","0e6efe37f8c65258f040c319aa75b613cdc5561a81a9912b3f6d238f8c02578f","1036","803","831105","1","0","1035","803","0,0,20720,16060","12.0,1.0,20720.0,16060.0","module/nc/farm/diy/97.jpg","fe8a503302c04af10cd603385ab964311a28e96a37f7ac39cf1825dfd837fba0","module/nc/farm/diy/97b.jpg","8aaa80f17ce12539a555e1ba00481991c8023b3cf57b165cad019f5cbd260bef","","ready-for-visual-review","reviewed-ok"
"98","豪华城堡","梦幻星空套装","2","house","extract-swf","default","swf-content-frame","module/nc/farm/diy/98.swf","0d0fc506600331078995b7d19e7c9bf3bb7056a78e7e724ee8f60f05e2c62f54","content-frame/98.swf.png","760add46de2e0affa32ce961bb73d4dcacb9cbfc39bec6110ff40102ffda8fdf","182","171","19176","1","1","180","169","0,0,3280,3100","185.0,-1134.0,3587.0,3367.0","module/nc/farm/diy/98.jpg","958f705629389567edfe8be8beafabf5df50512b3ccd003174bff2531e87816a","module/nc/farm/diy/98b.jpg","ade2185cfd60ee7efa60d69e035fa73dfe389356471b00976569814618bd29d2","","ready-for-visual-review","reviewed-ok"
